Unnamed_0,time_index,RNA_nuc,RNA_cyto,RNA_total,rep,conc
4290,90,54,126,180,3,100
3263,90,88,154,242,1,100
3229,90,151,258,409,2,100
3294,90,68,83,151,1,100
3990,90,69,143,212,3,100
3356,90,15,38,53,2,100
4220,90,14,51,65,3,100
3304,90,53,100,153,1,100
3550,90,88,112,200,1,100
3520,90,84,112,196,1,100
3256,90,33,97,130,1,100
3391,90,66,144,210,1,100
3255,90,18,50,68,2,100
3501,90,187,288,475,1,100
4208,90,126,241,367,3,100
3375,90,115,214,329,1,100
4233,90,92,243,335,3,100
3966,90,65,129,194,3,100
4165,90,75,222,297,3,100
3266,90,10,18,28,2,100
3293,90,93,109,202,2,100
3437,90,82,176,258,2,100
3300,90,67,156,223,1,100
4185,90,37,55,92,3,100
3250,90,131,221,352,2,100
4043,90,121,179,300,3,100
4268,90,82,171,253,3,100
3279,90,146,144,290,2,100
3445,90,26,115,141,1,100
4183,90,182,206,388,3,100
3461,90,69,175,244,1,100
4040,90,72,120,192,3,100
4310,90,57,123,180,3,100
3317,90,72,167,239,1,100
3313,90,138,454,592,1,100
4100,90,51,128,179,3,100
4157,90,75,67,142,3,100
3260,90,112,170,282,1,100
4069,90,49,130,179,3,100
3267,90,105,240,345,2,100
3887,90,161,287,448,3,100
3927,90,17,39,56,3,100
3415,90,103,143,246,1,100
4025,90,73,157,230,3,100
3172,90,36,124,160,2,100
4141,90,84,134,218,3,100
3423,90,122,205,327,2,100
3430,90,94,143,237,1,100
3994,90,21,46,67,3,100
3292,90,86,107,193,2,100
4000,90,66,101,167,3,100
3160,90,100,126,226,2,100
3458,90,11,40,51,2,100
3353,90,20,37,57,1,100
3928,90,61,171,232,3,100
3270,90,114,218,332,1,100
3318,90,76,158,234,2,100
3140,90,32,120,152,2,100
3904,90,89,145,234,3,100
3918,90,15,44,59,3,100
3232,90,64,94,158,2,100
3299,90,120,189,309,1,100
3354,90,42,90,132,2,100
4093,90,81,99,180,3,100
3594,90,51,112,163,1,100
3344,90,26,53,79,1,100
4221,90,48,62,110,3,100
3309,90,84,142,226,1,100
3164,90,103,329,432,2,100
3980,90,153,265,418,3,100
4137,90,184,272,456,3,100
3357,90,67,118,185,1,100
3141,90,155,276,431,2,100
3453,90,55,63,118,1,100
3935,90,75,177,252,3,100
4048,90,47,95,142,3,100
3531,90,72,48,120,1,100
3185,90,62,79,141,2,100
3248,90,29,41,70,2,100
4007,90,43,96,139,3,100
3458,90,129,183,312,1,100
3633,90,22,38,60,1,100
3469,90,87,136,223,1,100
3592,90,38,83,121,1,100
3274,90,90,144,234,1,100
3379,90,91,140,231,1,100
3292,90,97,135,232,1,100
4204,90,58,149,207,3,100
3253,90,84,182,266,2,100
3493,90,105,179,284,1,100
3581,90,50,131,181,1,100
4405,180,29,53,82,2,100
5723,180,72,110,182,3,100
4739,180,69,148,217,1,100
4951,180,86,121,207,1,100
5551,180,56,102,158,3,100
5702,180,34,110,144,3,100
5540,180,7,50,57,3,100
4843,180,98,129,227,1,100
4944,180,105,239,344,1,100
4629,180,63,109,172,1,100
4815,180,51,40,91,1,100
4771,180,74,127,201,1,100
5402,180,54,73,127,3,100
4621,180,34,69,103,2,100
4572,180,133,220,353,2,100
4418,180,52,79,131,2,100
4638,180,134,274,408,1,100
4601,180,37,86,123,1,100
4251,180,27,45,72,2,100
4308,180,24,102,126,2,100
5526,180,131,200,331,3,100
4605,180,65,130,195,1,100
4618,180,41,106,147,1,100
4870,180,47,80,127,1,100
5714,180,61,98,159,3,100
4626,180,143,219,362,2,100
4410,180,63,78,141,2,100
4952,180,37,33,70,1,100
5725,180,37,47,84,3,100
4779,180,84,127,211,1,100
5372,180,45,51,96,3,100
4718,180,34,80,114,1,100
4902,180,68,97,165,1,100
5783,180,22,66,88,3,100
5707,180,159,223,382,3,100
5609,180,81,191,272,3,100
4292,180,62,109,171,2,100
4721,180,8,26,34,1,100
4507,180,49,179,228,2,100
4957,180,17,38,55,1,100
5344,180,32,114,146,3,100
5716,180,82,77,159,3,100
4321,180,62,104,166,2,100
5575,180,67,98,165,3,100
5596,180,57,105,162,3,100
4584,180,70,156,226,1,100
5387,180,175,207,382,3,100
5737,180,62,163,225,3,100
4402,180,86,135,221,2,100
4290,180,46,90,136,2,100
5521,180,21,46,67,3,100
5817,180,176,189,365,3,100
4826,180,70,46,116,1,100
5752,180,142,187,329,3,100
5464,180,16,39,55,3,100
5570,180,36,44,80,3,100
5436,180,51,110,161,3,100
4574,180,32,78,110,1,100
4560,180,74,177,251,2,100
4652,180,53,148,201,1,100
5448,180,54,46,100,3,100
4404,180,35,58,93,2,100
4628,180,197,311,508,2,100
4441,180,99,85,184,2,100
4746,180,26,42,68,1,100
4478,180,15,39,54,2,100
5584,180,120,128,248,3,100
4835,180,9,13,22,1,100
4657,180,53,113,166,1,100
4753,180,37,92,129,1,100
5615,180,74,136,210,3,100
5621,180,77,96,173,3,100
4884,180,58,65,123,1,100
4665,180,88,244,332,1,100
5665,180,94,145,239,3,100
4642,180,37,84,121,1,100
4396,180,13,34,47,2,100
5685,180,51,68,119,3,100
5682,180,42,88,130,3,100
4646,180,38,30,68,2,100
4436,180,80,133,213,2,100
4715,180,7,67,74,1,100
4354,180,84,199,283,2,100
5355,180,59,128,187,3,100
4247,180,46,57,103,2,100
4385,180,120,181,301,2,100
4456,180,91,98,189,2,100
4506,180,120,142,262,2,100
5496,180,120,243,363,3,100
4892,180,21,46,67,1,100
5678,180,48,119,167,3,100
5476,180,30,104,134,3,100
4433,180,41,56,97,2,100
5792,180,72,171,243,3,100
4945,180,60,44,104,1,100
4568,180,52,104,156,2,100
4501,180,38,76,114,2,100
4996,180,25,42,67,1,100
5691,180,49,83,132,3,100
4873,180,78,154,232,1,100
