Unnamed_0,time_index,RNA_nuc,RNA_cyto,RNA_total,rep,conc
158,0,9,13,22,1,0
207,0,13,38,51,2,0
417,0,16,47,63,1,0
27,0,1,13,14,2,0
315,0,6,11,17,3,0
461,0,7,22,29,3,0
91,0,25,90,115,3,0
390,0,19,37,56,1,0
280,0,11,36,47,2,0
80,0,14,16,30,3,0
4153,90,109,92,201,3,100
3629,90,89,183,272,1,100
4025,90,73,157,230,3,100
3453,90,85,119,204,2,100
3237,90,47,77,124,2,100
3364,90,78,105,183,1,100
4043,90,121,179,300,3,100
4324,90,75,162,237,3,100
3274,90,90,144,234,1,100
3620,90,9,14,23,1,100
3898,90,51,111,162,3,100
3429,90,133,199,332,2,100
4063,90,100,230,330,3,100
4284,90,156,254,410,3,100
3896,90,64,69,133,3,100
3127,90,132,83,215,2,100
4339,90,132,200,332,3,100
3193,90,71,114,185,2,100
3335,90,110,289,399,1,100
4074,90,84,134,218,3,100
3345,90,122,171,293,1,100
3355,90,55,105,160,1,100
4142,90,15,59,74,3,100
3273,90,45,116,161,1,100
3353,90,133,195,328,2,100
3246,90,50,81,131,2,100
3422,90,79,120,199,2,100
3329,90,37,132,169,1,100
3911,90,132,212,344,3,100
4319,90,74,132,206,3,100
3387,90,17,36,53,1,100
3138,90,81,194,275,2,100
3402,90,186,478,664,1,100
4336,90,54,108,162,3,100
3478,90,99,175,274,1,100
3473,90,28,125,153,2,100
3331,90,66,63,129,2,100
4235,90,245,622,867,3,100
4050,90,52,134,186,3,100
3928,90,61,171,232,3,100
3320,90,27,21,48,1,100
3561,90,35,84,119,1,100
3954,90,73,134,207,3,100
3457,90,44,77,121,2,100
3333,90,120,296,416,1,100
3945,90,85,167,252,3,100
3637,90,53,155,208,1,100
4289,90,91,188,279,3,100
3475,90,27,91,118,1,100
3360,90,107,133,240,2,100
3499,90,70,113,183,1,100
4099,90,143,238,381,3,100
4297,90,166,311,477,3,100
4171,90,8,24,32,3,100
3632,90,104,186,290,1,100
4189,90,124,183,307,3,100
3310,90,59,84,143,2,100
3897,90,75,134,209,3,100
3563,90,60,123,183,1,100
3282,90,79,183,262,2,100
4341,90,80,165,245,3,100
3134,90,82,207,289,2,100
3248,90,29,41,70,2,100
3905,90,98,194,292,3,100
4321,90,153,122,275,3,100
3472,90,41,65,106,2,100
3369,90,39,43,82,1,100
3310,90,69,161,230,1,100
3534,90,73,107,180,1,100
4330,90,8,50,58,3,100
3482,90,96,152,248,1,100
3986,90,121,256,377,3,100
3429,90,11,42,53,1,100
3290,90,76,71,147,2,100
4250,90,159,300,459,3,100
4230,90,35,74,109,3,100
4239,90,152,304,456,3,100
4252,90,135,307,442,3,100
3560,90,59,138,197,1,100
4095,90,120,235,355,3,100
4232,90,104,268,372,3,100
3406,90,112,247,359,2,100
3263,90,88,154,242,1,100
3338,90,149,197,346,2,100
3124,90,30,126,156,2,100
3419,90,55,112,167,1,100
4049,90,6,49,55,3,100
4081,90,84,111,195,3,100
3353,90,20,37,57,1,100
3328,90,63,151,214,2,100
3450,90,91,217,308,1,100
4292,90,19,23,42,3,100
3438,90,45,114,159,2,100
3564,90,40,75,115,1,100
3298,90,132,139,271,1,100
3906,90,105,157,262,3,100
4180,90,86,104,190,3,100
4114,90,48,104,152,3,100
3881,90,33,46,79,3,100
3481,90,46,116,162,1,100
4607,180,87,140,227,2,100
4444,180,49,78,127,2,100
4615,180,42,59,101,2,100
4715,180,7,67,74,1,100
4609,180,65,77,142,2,100
4294,180,97,147,244,2,100
5643,180,107,233,340,3,100
5511,180,111,187,298,3,100
4366,180,80,127,207,2,100
5688,180,60,106,166,3,100
4714,180,122,109,231,1,100
4962,180,49,108,157,1,100
4983,180,73,80,153,1,100
4646,180,102,210,312,1,100
4682,180,43,67,110,1,100
4348,180,82,148,230,2,100
4285,180,34,48,82,2,100
4556,180,9,22,31,2,100
5610,180,7,32,39,3,100
4593,180,12,13,25,2,100
4977,180,18,58,76,1,100
5479,180,48,88,136,3,100
4560,180,74,177,251,2,100
4320,180,63,76,139,2,100
5697,180,42,151,193,3,100
4923,180,41,62,103,1,100
4266,180,49,63,112,2,100
4942,180,24,49,73,1,100
4949,180,87,40,127,1,100
4336,180,50,78,128,2,100
5564,180,71,195,266,3,100
5361,180,109,119,228,3,100
5403,180,45,69,114,3,100
4752,180,45,82,127,1,100
4890,180,86,134,220,1,100
5630,180,93,100,193,3,100
4854,180,98,194,292,1,100
5556,180,40,94,134,3,100
4303,180,50,94,144,2,100
4742,180,49,77,126,1,100
5803,180,164,234,398,3,100
4467,180,42,76,118,2,100
4646,180,38,30,68,2,100
5626,180,137,118,255,3,100
5745,180,17,36,53,3,100
4835,180,9,13,22,1,100
5441,180,10,50,60,3,100
4286,180,8,14,22,2,100
5008,180,41,97,138,1,100
4449,180,32,66,98,2,100
4968,180,9,28,37,1,100
4359,180,65,99,164,2,100
5573,180,72,163,235,3,100
5456,180,118,237,355,3,100
4966,180,64,72,136,1,100
4868,180,54,75,129,1,100
4934,180,60,87,147,1,100
5681,180,101,135,236,3,100
4261,180,59,68,127,2,100
4278,180,14,27,41,2,100
4605,180,65,130,195,1,100
4812,180,30,79,109,1,100
4873,180,78,154,232,1,100
5515,180,98,143,241,3,100
4265,180,47,90,137,2,100
4299,180,47,68,115,2,100
5442,180,77,134,211,3,100
4371,180,0,9,9,2,100
5502,180,40,71,111,3,100
5686,180,41,75,116,3,100
4735,180,44,146,190,1,100
4687,180,106,236,342,1,100
4423,180,98,253,351,2,100
4455,180,8,6,14,2,100
4489,180,12,21,33,2,100
4460,180,131,73,204,2,100
4982,180,7,14,21,1,100
4417,180,68,158,226,2,100
4466,180,11,20,31,2,100
5704,180,117,153,270,3,100
4786,180,32,55,87,1,100
5412,180,54,81,135,3,100
4683,180,59,175,234,1,100
5608,180,116,165,281,3,100
4574,180,80,114,194,2,100
5828,180,15,58,73,3,100
5624,180,16,15,31,3,100
4411,180,69,167,236,2,100
4981,180,50,97,147,1,100
4885,180,31,66,97,1,100
5398,180,65,72,137,3,100
4838,180,12,16,28,1,100
5531,180,31,51,82,3,100
4608,180,29,41,70,2,100
4607,180,36,69,105,1,100
4642,180,37,84,121,1,100
4641,180,70,138,208,1,100
4350,180,98,207,305,2,100
4553,180,46,40,86,2,100
5357,180,28,36,64,3,100
