unique_cell_id,num_spots,num_nuc_spots,num_cyto_spots,num_ts,num_foci,num_spots_ts,largest_ts,second_largest_ts,num_spots_foci,nuc_area,cyto_area,time,dex_conc,replica,fov,nas_location,h5_idx
200294,34,5,29,0,0,0,0,0,0,9173.0,18729.0,0,0.0,E,22,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200295,140,36,104,0,0,0,0,0,0,9577.0,26643.0,0,0.0,E,22,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200299,49,36,13,0,0,0,0,0,0,9120.0,14305.0,0,0.0,E,22,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200300,37,19,18,0,1,0,0,0,4,8604.0,13833.0,0,0.0,E,22,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200302,22,7,15,0,0,0,0,0,0,8974.0,16367.0,0,0.0,E,23,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200303,53,7,46,0,0,0,0,0,0,7868.0,17760.0,0,0.0,E,23,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200304,26,9,17,0,0,0,0,0,0,8910.0,21649.0,0,0.0,E,23,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200309,40,9,31,0,0,0,0,0,0,9068.0,22462.0,0,0.0,E,23,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200310,17,5,12,0,0,0,0,0,0,9131.0,22996.0,0,0.0,E,23,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200311,12,3,9,0,0,0,0,0,0,8379.0,17622.0,0,0.0,E,23,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200312,1,0,1,0,0,0,0,0,0,8030.0,11080.0,0,0.0,E,24,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200313,7,1,6,0,2,0,0,0,8,8661.0,19615.0,0,0.0,E,24,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200314,4,3,1,0,0,0,0,0,0,7940.0,10824.0,0,0.0,E,24,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
