Cell_id,Condition,Replica,Dex_Conc,Time_index,Time_TPL,Nuc_Area,Cyto_Area,Nuc_GR_avg_int,Cyto_GR_avg_int,Nuc_DUSP1_avg_int,Cyto_DUSP1_avg_int,RNA_DUSP1_nuc,RNA_DUSP1_cyto,DUSP1_ts_size_0,DUSP1_ts_size_1,DUSP1_ts_size_2,DUSP1_ts_size_3
14,DUSP1_timesweep,D,0.0,0,,9097,19652.0,,,1345.28482,1350.15266,35.0,62.0,,,,
15,DUSP1_timesweep,D,0.0,0,,8363,15000.0,,,1265.5119,1235.1868,19.0,47.0,,,,
16,DUSP1_timesweep,D,0.0,0,,8907,16728.0,,,1383.69036,1395.85228,15.0,46.0,,,,
17,DUSP1_timesweep,D,0.0,0,,7611,12951.0,,,1265.65221,1283.80619,9.0,31.0,,,,
18,DUSP1_timesweep,D,0.0,0,,7557,14488.0,,,1440.3946,1424.68484,36.0,90.0,,,,
19,DUSP1_timesweep,D,0.0,0,,7929,12151.0,,,1478.44053,1302.17595,96.0,128.0,110.0,,,
20,DUSP1_timesweep,D,0.0,0,,3653,15943.0,,,1073.64139,1085.58471,1.0,13.0,,,,
21,DUSP1_timesweep,D,0.0,0,,9156,15621.0,,,1374.1446,1323.74714,29.0,47.0,,,,
22,DUSP1_timesweep,D,0.0,0,,9249,19027.0,,,1374.42264,1375.26515,34.0,69.0,,,,
23,DUSP1_timesweep,D,0.0,0,,8433,13911.0,,,1316.36713,1279.98814,18.0,16.0,,,,
24,DUSP1_timesweep,D,0.0,0,,8106,18612.0,,,1460.9947,1401.76773,34.0,65.0,,,,
25,DUSP1_timesweep,D,0.0,0,,10289,20777.0,,,1415.67431,1425.03239,18.0,81.0,,,,
26,DUSP1_timesweep,D,0.0,0,,9399,19543.0,,,1378.35834,1326.90237,14.0,28.0,,,,
27,DUSP1_timesweep,D,0.0,0,,9783,16227.0,,,1396.52213,1352.47168,52.0,50.0,,,,
28,DUSP1_timesweep,D,0.0,0,,9048,17798.0,,,1435.55471,1429.33481,55.0,117.0,,,,
29,DUSP1_timesweep,D,0.0,0,,8032,13589.0,,,1464.63197,1417.66672,32.0,45.0,,,,
30,DUSP1_timesweep,D,0.0,0,,9420,14696.0,,,1443.49936,1435.55593,60.0,109.0,,,,
31,DUSP1_timesweep,D,0.0,0,,9393,17495.0,,,1356.24071,1356.41086,18.0,56.0,,,,
32,DUSP1_timesweep,D,0.0,0,,10500,19716.0,,,1350.12,1338.31898,34.0,49.0,,,,
33,DUSP1_timesweep,D,0.0,0,,9892,17164.0,,,1310.55156,1266.1206,29.0,42.0,,,,
34,DUSP1_timesweep,D,0.0,0,,8785,12295.0,,,1186.70302,1195.1595,6.0,17.0,,,,
35,DUSP1_timesweep,D,0.0,0,,6877,13709.0,,,1200.06893,1187.18929,16.0,28.0,,,,
36,DUSP1_timesweep,D,0.0,0,,9360,16632.0,,,1299.26944,1294.52158,16.0,44.0,,,,
37,DUSP1_timesweep,D,0.0,0,,10871,20172.0,,,1321.63619,1266.54913,34.0,61.0,,,,
38,DUSP1_timesweep,D,0.0,0,,7651,15447.0,,,1423.92864,1415.11005,35.0,59.0,,,,
39,DUSP1_timesweep,D,0.0,0,,9219,17673.0,,,1334.66634,1349.38069,10.0,31.0,,,,
40,DUSP1_timesweep,D,0.0,0,,7915,15072.0,,,1412.78395,1419.3681,33.0,47.0,,,,
41,DUSP1_timesweep,D,0.0,0,,8642,12536.0,,,1421.41194,1355.42789,43.0,52.0,,,,
42,DUSP1_timesweep,D,0.0,0,,9699,19321.0,,,1248.38973,1205.08711,26.0,52.0,,,,
43,DUSP1_timesweep,D,0.0,0,,7426,19490.0,,,1369.18812,1350.62124,40.0,100.0,,,,
44,DUSP1_timesweep,D,0.0,0,,7377,19042.0,,,1408.38728,1386.42301,23.0,62.0,,,,
45,DUSP1_timesweep,D,0.0,0,,8851,20462.0,,,1350.7311,1370.75042,16.0,53.0,,,,
46,DUSP1_timesweep,D,0.0,0,,8484,20488.0,,,1216.51744,1206.50098,5.0,35.0,,,,
47,DUSP1_timesweep,D,0.0,0,,7344,15562.0,,,1159.65931,1146.6762,12.0,37.0,,,,
48,DUSP1_timesweep,D,0.0,0,,9433,19230.0,,,1400.64942,1408.77483,36.0,120.0,,,,
49,DUSP1_timesweep,D,0.0,0,,8165,12845.0,,,1370.37281,1368.1803,32.0,35.0,,,,
50,DUSP1_timesweep,D,0.0,0,,7841,12934.0,,,1454.26808,1423.58242,45.0,64.0,,,,
51,DUSP1_timesweep,D,0.0,0,,10269,12280.0,,,1341.94839,1356.45301,16.0,37.0,,,,
52,DUSP1_timesweep,D,0.0,0,,10661,17625.0,,,1233.40784,1222.04284,16.0,35.0,,,,
53,DUSP1_timesweep,D,0.0,0,,8092,17973.0,,,1429.39113,1426.22729,39.0,70.0,,,,
54,DUSP1_timesweep,D,0.0,0,,8391,13801.0,,,1329.87499,1292.73922,14.0,42.0,,,,
55,DUSP1_timesweep,D,0.0,0,,8771,14784.0,,,1267.88508,1250.25616,6.0,25.0,,,,
56,DUSP1_timesweep,D,0.0,0,,9411,16822.0,,,1229.56105,1208.36761,22.0,28.0,,,,
57,DUSP1_timesweep,D,0.0,0,,7055,12223.0,,,1162.86917,1138.55829,5.0,6.0,,,,
58,DUSP1_timesweep,D,0.0,0,,10957,18961.0,,,1217.89869,1181.80223,22.0,29.0,,,,
59,DUSP1_timesweep,D,0.0,0,,6284,13912.0,,,1042.81095,1051.3796,3.0,8.0,,,,
60,DUSP1_timesweep,D,0.0,0,,6145,13460.0,,,1344.13491,1275.33945,16.0,12.0,,,,
61,DUSP1_timesweep,D,0.0,0,,6425,13272.0,,,1289.23253,1293.27268,12.0,43.0,,,,
62,DUSP1_timesweep,D,0.0,0,,7528,17253.0,,,1162.73419,1163.35176,9.0,26.0,,,,
63,DUSP1_timesweep,D,0.0,0,,9407,16910.0,,,1407.50037,1411.48096,36.0,120.0,,,,
64,DUSP1_timesweep,D,0.0,0,,9381,15800.0,,,1273.1098,1259.86804,9.0,30.0,,,,
65,DUSP1_timesweep,D,0.0,0,,8427,12459.0,,,1461.84692,1443.09182,39.0,54.0,,,,
66,DUSP1_timesweep,D,0.0,0,,7372,16405.0,,,1436.10241,1351.42847,23.0,33.0,,,,
67,DUSP1_timesweep,D,0.0,0,,8861,14994.0,,,1332.9912,1326.3382,23.0,36.0,,,,
68,DUSP1_timesweep,D,0.0,0,,7625,15257.0,,,1431.30308,1391.56676,20.0,41.0,,,,
69,DUSP1_timesweep,D,0.0,0,,8867,18919.0,,,1232.97587,1238.11089,3.0,26.0,,,,
70,DUSP1_timesweep,D,0.0,0,,8216,16787.0,,,1206.16833,1246.75004,1.0,11.0,,,,
71,DUSP1_timesweep,D,0.0,0,,6008,16154.0,,,1200.25982,1156.73938,19.0,34.0,,,,
72,DUSP1_timesweep,D,0.0,0,,7323,13763.0,,,1182.76103,1229.40812,11.0,33.0,,,,
73,DUSP1_timesweep,D,0.0,0,,8727,13372.0,,,1264.4454,1215.04801,44.0,46.0,4.0,,,
74,DUSP1_timesweep,D,0.0,0,,7286,13016.0,,,1120.60939,1085.01951,2.0,6.0,,,,
75,DUSP1_timesweep,D,0.0,0,,8579,13940.0,,,1278.53316,1271.65014,15.0,33.0,,,,
76,DUSP1_timesweep,D,0.0,0,,7259,13720.0,,,1401.29591,1329.90044,31.0,46.0,,,,
77,DUSP1_timesweep,D,0.0,0,,9607,13291.0,,,1225.70896,1231.90821,21.0,38.0,,,,
78,DUSP1_timesweep,D,0.0,0,,7767,14335.0,,,1367.87988,1351.45839,25.0,33.0,,,,
79,DUSP1_timesweep,D,0.0,0,,7423,12469.0,,,1415.45278,1418.7833,13.0,41.0,,,,
80,DUSP1_timesweep,D,0.0,0,,8371,17403.0,,,1359.14909,1304.8783,21.0,23.0,,,,
81,DUSP1_timesweep,D,0.0,0,,7431,12765.0,,,1468.76114,1412.47505,25.0,32.0,,,,
82,DUSP1_timesweep,D,0.0,0,,8050,12520.0,,,1136.8236,1135.27013,1.0,2.0,,,,
83,DUSP1_timesweep,D,0.0,0,,8013,15586.0,,,1188.59291,1172.7816,12.0,15.0,,,,
84,DUSP1_timesweep,D,0.0,0,,8243,15375.0,,,1262.1918,1221.10816,9.0,25.0,,,,
85,DUSP1_timesweep,D,0.0,0,,10801,16232.0,,,1298.55513,1306.03438,50.0,97.0,,,,
86,DUSP1_timesweep,D,0.0,0,,10183,17903.0,,,1418.40263,1408.91744,56.0,138.0,,,,
87,DUSP1_timesweep,D,0.0,0,,8232,13964.0,,,1443.79337,1400.26568,34.0,69.0,,,,
88,DUSP1_timesweep,D,0.0,0,,9470,17604.0,,,1395.82788,1384.44535,15.0,46.0,,,,
89,DUSP1_timesweep,D,0.0,0,,6643,13261.0,,,1340.72016,1318.22464,18.0,38.0,,,,
90,DUSP1_timesweep,D,0.0,0,,9737,19030.0,,,1361.68522,1338.66779,31.0,69.0,,,,
91,DUSP1_timesweep,D,0.0,0,,8480,18428.0,,,1212.70861,1262.41041,19.0,56.0,,,,
92,DUSP1_timesweep,D,0.0,0,,7470,17762.0,,,1173.00535,1153.46183,18.0,25.0,,,,
93,DUSP1_timesweep,D,0.0,0,,8002,12389.0,,,1335.32417,1297.59819,23.0,33.0,,,,
94,DUSP1_timesweep,D,0.0,0,,6149,12682.0,,,1348.1867,1351.63862,20.0,25.0,,,,
95,DUSP1_timesweep,D,0.0,0,,9374,13793.0,,,1192.51205,1169.21627,22.0,28.0,,,,
96,DUSP1_timesweep,D,0.0,0,,8809,17706.0,,,1424.49404,1399.13272,37.0,74.0,,,,
97,DUSP1_timesweep,D,0.0,0,,8741,16314.0,,,1437.38703,1441.62799,30.0,96.0,,,,
98,DUSP1_timesweep,D,0.0,0,,10722,18364.0,,,1280.22347,1273.72604,16.0,33.0,,,,
99,DUSP1_timesweep,D,0.0,0,,8212,14821.0,,,1154.98831,1166.34566,2.0,7.0,,,,
100,DUSP1_timesweep,D,0.0,0,,8888,20495.0,,,1313.84023,1307.2162,21.0,29.0,,,,
101,DUSP1_timesweep,D,0.0,0,,9702,17001.0,,,1250.08514,1275.73802,6.0,28.0,,,,
102,DUSP1_timesweep,D,0.0,0,,10691,16049.0,,,1291.78636,1268.92087,20.0,43.0,,,,
103,DUSP1_timesweep,D,0.0,0,,8287,18842.0,,,1161.9346,1137.65492,9.0,16.0,,,,
104,DUSP1_timesweep,D,0.0,0,,3303,16228.0,,,1157.10566,1174.08208,11.0,49.0,,,,
105,DUSP1_timesweep,D,0.0,0,,9324,18689.0,,,1099.80212,1115.56477,7.0,14.0,,,,
106,DUSP1_timesweep,D,0.0,0,,9012,15815.0,,,1350.33921,1327.9233,32.0,82.0,,,,
107,DUSP1_timesweep,D,0.0,0,,8181,13939.0,,,1507.5096,1422.28309,106.0,119.0,,,,
108,DUSP1_timesweep,D,0.0,0,,8117,18059.0,,,1344.07392,1315.8387,18.0,28.0,,,,
109,DUSP1_timesweep,D,0.0,0,,7058,16427.0,,,1222.27997,1185.95568,4.0,19.0,,,,
110,DUSP1_timesweep,D,0.0,0,,8150,18188.0,,,1207.68319,1192.77843,4.0,15.0,,,,
111,DUSP1_timesweep,D,0.0,0,,2741,12683.0,,,1132.42211,1127.16455,4.0,23.0,,,,
112,DUSP1_timesweep,D,0.0,0,,9150,17699.0,,,1191.93596,1160.88429,17.0,29.0,,,,
113,DUSP1_timesweep,D,0.0,0,,7182,16050.0,,,1300.8474,1287.08586,17.0,57.0,,,,
114,DUSP1_timesweep,D,0.0,0,,8577,20153.0,,,1324.62912,1307.90304,17.0,51.0,,,,
115,DUSP1_timesweep,D,0.0,0,,7087,15332.0,,,1315.94455,1294.37295,44.0,103.0,,,,
116,DUSP1_timesweep,D,0.0,0,,8984,15491.0,,,1338.0482,1350.55374,21.0,78.0,,,,
117,DUSP1_timesweep,D,0.0,0,,7269,12250.0,,,1198.70395,1210.53192,3.0,6.0,,,,
118,DUSP1_timesweep,D,0.0,0,,7434,12143.0,,,1270.30307,1315.99325,4.0,38.0,,,,
119,DUSP1_timesweep,D,0.0,0,,8198,16663.0,,,1208.7647,1220.99094,12.0,29.0,,,,
120,DUSP1_timesweep,D,0.0,0,,9612,19475.0,,,1193.4562,1203.34809,6.0,39.0,,,,
121,DUSP1_timesweep,D,0.0,0,,8250,17472.0,,,1320.94752,1328.06239,29.0,70.0,,,,
122,DUSP1_timesweep,D,0.0,0,,6982,15610.0,,,1328.50329,1313.35074,12.0,32.0,,,,
123,DUSP1_timesweep,D,0.0,0,,8769,17298.0,,,1419.17722,1386.39253,24.0,59.0,,,,
124,DUSP1_timesweep,D,0.0,0,,8185,20135.0,,,1268.10226,1220.46928,8.0,17.0,,,,
125,DUSP1_timesweep,D,0.0,0,,8994,19412.0,,,1395.6859,1396.60411,14.0,45.0,,,,
126,DUSP1_timesweep,D,0.0,0,,8495,13777.0,,,1273.2219,1216.7702,8.0,15.0,,,,
127,DUSP1_timesweep,D,0.0,0,,7063,16584.0,,,1182.2431,1157.78437,12.0,22.0,,,,
128,DUSP1_timesweep,D,0.0,0,,5333,16269.0,,,1278.54022,1262.64153,28.0,89.0,,,,
129,DUSP1_timesweep,D,0.0,0,,8198,17057.0,,,1272.68566,1218.84435,1.0,9.0,,,,
130,DUSP1_timesweep,D,0.0,0,,7895,13726.0,,,1410.04573,1397.54466,35.0,74.0,,,,
131,DUSP1_timesweep,D,0.0,0,,7411,12574.0,,,1296.81231,1254.76603,10.0,33.0,,,,
132,DUSP1_timesweep,D,0.0,0,,8078,19293.0,,,1324.60547,1309.83388,9.0,19.0,,,,
133,DUSP1_timesweep,D,0.0,0,,9074,19746.0,,,1210.78124,1147.82133,10.0,15.0,,,,
134,DUSP1_timesweep,D,0.0,0,,9264,17079.0,,,1319.45779,1327.40676,21.0,56.0,,,,
135,DUSP1_timesweep,D,0.0,0,,8311,12862.0,,,1057.34256,1074.86448,1.0,4.0,,,,
136,DUSP1_timesweep,D,0.0,0,,8098,13146.0,,,1215.92109,1189.49977,6.0,15.0,,,,
137,DUSP1_timesweep,D,0.0,0,,7092,18985.0,,,1109.35195,1177.38509,15.0,125.0,,,,
138,DUSP1_timesweep,D,0.0,0,,10022,17683.0,,,1415.97745,1434.67873,29.0,109.0,,,,
139,DUSP1_timesweep,D,0.0,0,,10280,17799.0,,,1420.65807,1411.91882,36.0,65.0,,,,
140,DUSP1_timesweep,D,0.0,0,,8301,12107.0,,,1375.11613,1379.32874,22.0,40.0,,,,
141,DUSP1_timesweep,D,0.0,0,,8043,18469.0,,,1434.36156,1397.28323,22.0,59.0,,,,
142,DUSP1_timesweep,D,0.0,0,,10367,18350.0,,,1256.45114,1240.79117,6.0,28.0,,,,
143,DUSP1_timesweep,D,0.0,0,,8743,14975.0,,,1366.63971,1349.0398,13.0,24.0,,,,
144,DUSP1_timesweep,D,0.0,0,,9525,20305.0,,,1325.55024,1310.21601,28.0,57.0,,,,
145,DUSP1_timesweep,D,0.0,0,,9258,14288.0,,,1383.86995,1345.05977,31.0,38.0,,,,
146,DUSP1_timesweep,D,0.0,0,,6453,14711.0,,,1256.41733,1287.90531,4.0,27.0,,,,
147,DUSP1_timesweep,D,0.0,0,,7765,15473.0,,,1376.41146,1359.74032,20.0,52.0,,,,
148,DUSP1_timesweep,D,0.0,0,,5850,14462.0,,,1354.72684,1263.14811,6.0,11.0,41.0,,,
149,DUSP1_timesweep,D,0.0,0,,7589,17388.0,,,1422.6151,1385.1168,56.0,126.0,,,,
150,DUSP1_timesweep,D,0.0,0,,6838,14209.0,,,1272.52062,1239.26891,5.0,13.0,,,,
151,DUSP1_timesweep,D,0.0,0,,9448,19514.0,,,1329.91226,1324.61991,28.0,71.0,,,,
152,DUSP1_timesweep,D,0.0,0,,8702,17983.0,,,1077.45794,1079.07429,6.0,10.0,,,,
153,DUSP1_timesweep,D,0.0,0,,9062,15035.0,,,1279.64853,1284.36089,28.0,49.0,,,,
154,DUSP1_timesweep,D,0.0,0,,9739,14076.0,,,1426.19951,1404.29731,41.0,46.0,,,,
155,DUSP1_timesweep,D,0.0,0,,8305,14902.0,,,1392.0879,1389.60334,9.0,26.0,,,,
156,DUSP1_timesweep,D,0.0,0,,9095,15557.0,,,1340.38549,1295.08491,9.0,30.0,,,,
157,DUSP1_timesweep,D,0.0,0,,9065,14448.0,,,1314.00794,1330.31181,4.0,19.0,,,,
158,DUSP1_timesweep,D,0.0,0,,8447,16304.0,,,1199.91145,1242.61108,5.0,19.0,,,,
159,DUSP1_timesweep,D,0.0,0,,9632,12999.0,,,1150.2854,1166.35926,8.0,20.0,,,,
160,DUSP1_timesweep,D,0.0,0,,7647,13478.0,,,1389.21119,1417.26347,18.0,49.0,,,,
161,DUSP1_timesweep,D,0.0,0,,10069,14896.0,,,1438.46241,1389.79766,54.0,57.0,,,,
162,DUSP1_timesweep,D,0.0,0,,8642,20547.0,,,1384.18549,1387.44683,10.0,72.0,,,,
163,DUSP1_timesweep,D,0.0,0,,10279,16204.0,,,1398.26063,1372.30758,30.0,64.0,,,,
164,DUSP1_timesweep,D,0.0,0,,8485,17425.0,,,1398.82062,1376.4307,22.0,47.0,,,,
165,DUSP1_timesweep,D,0.0,0,,9463,20334.0,,,1295.54063,1270.84671,12.0,17.0,,,,
166,DUSP1_timesweep,D,0.0,0,,9899,19206.0,,,1333.29175,1288.64105,10.0,22.0,4.0,,,
167,DUSP1_timesweep,D,0.0,0,,7236,13227.0,,,1134.83167,1167.70606,4.0,6.0,,,,
168,DUSP1_timesweep,D,0.0,0,,6702,14547.0,,,1293.86467,1206.37678,42.0,61.0,14.0,,,
169,DUSP1_timesweep,D,0.0,0,,8112,13362.0,,,1241.31398,1190.45382,20.0,24.0,,,,
170,DUSP1_timesweep,D,0.0,0,,9732,18872.0,,,1278.38163,1301.99677,20.0,60.0,,,,
171,DUSP1_timesweep,D,0.0,0,,4854,15892.0,,,1477.41842,1423.09376,21.0,56.0,,,,
172,DUSP1_timesweep,D,0.0,0,,8749,16635.0,,,1210.4029,1197.52005,2.0,6.0,,,,
173,DUSP1_timesweep,D,0.0,0,,8491,14351.0,,,1264.27111,1271.02174,8.0,20.0,,,,
174,DUSP1_timesweep,D,0.0,0,,8318,17470.0,,,1362.81173,1354.23452,18.0,39.0,,,,
175,DUSP1_timesweep,D,0.0,0,,9293,15614.0,,,1140.87119,1121.94082,0.0,4.0,,,,
176,DUSP1_timesweep,D,0.0,0,,8751,15726.0,,,1188.70895,1158.89247,8.0,8.0,,,,
177,DUSP1_timesweep,D,0.0,0,,8350,14691.0,,,1231.1503,1214.18311,17.0,40.0,,,,
178,DUSP1_timesweep,D,0.0,0,,9450,17120.0,,,1300.45915,1290.13154,6.0,32.0,,,,
179,DUSP1_timesweep,D,0.0,0,,8731,17456.0,,,1399.54255,1367.58301,23.0,45.0,,,,
180,DUSP1_timesweep,D,0.0,0,,6976,15052.0,,,1389.25932,1361.98658,11.0,33.0,,,,
181,DUSP1_timesweep,D,0.0,0,,8681,15477.0,,,1245.8279,1262.57653,9.0,14.0,,,,
182,DUSP1_timesweep,D,0.0,0,,9489,17029.0,,,1358.0372,1331.52281,12.0,14.0,,,,
183,DUSP1_timesweep,D,0.0,0,,8039,17164.0,,,1261.22092,1221.94588,5.0,16.0,28.0,,,
184,DUSP1_timesweep,D,0.0,0,,8199,15757.0,,,1212.19466,1202.63293,6.0,19.0,,,,
185,DUSP1_timesweep,D,0.0,0,,8404,13859.0,,,1280.59055,1266.12714,30.0,65.0,,,,
186,DUSP1_timesweep,D,0.0,0,,8606,16257.0,,,1290.89589,1303.30854,21.0,75.0,,,,
187,DUSP1_timesweep,D,0.0,0,,8105,18325.0,,,1317.60777,1310.58947,9.0,34.0,,,,
188,DUSP1_timesweep,D,0.0,0,,9574,20819.0,,,1432.77804,1427.05702,32.0,72.0,,,,
189,DUSP1_timesweep,D,0.0,0,,12263,19755.0,,,1406.37495,1364.2037,21.0,48.0,,,,
190,DUSP1_timesweep,D,0.0,0,,6655,13013.0,,,1400.22179,1345.31937,10.0,17.0,,,,
191,DUSP1_timesweep,D,0.0,0,,10814,19916.0,,,1234.10394,1206.77887,21.0,56.0,,,,
192,DUSP1_timesweep,D,0.0,0,,8969,12953.0,,,1296.27261,1293.66695,14.0,43.0,,,,
193,DUSP1_timesweep,D,0.0,0,,7288,14293.0,,,1405.05351,1339.25089,34.0,49.0,,,,
194,DUSP1_timesweep,D,0.0,0,,9348,14986.0,,,1388.58258,1345.57627,27.0,43.0,,,,
195,DUSP1_timesweep,D,0.0,0,,9686,17628.0,,,1387.49391,1365.12582,39.0,62.0,,,,
196,DUSP1_timesweep,D,0.0,0,,9984,15637.0,,,1385.54227,1367.79011,15.0,30.0,,,,
197,DUSP1_timesweep,D,0.0,0,,9340,19999.0,,,1217.14165,1193.9768,13.0,37.0,,,,
198,DUSP1_timesweep,D,0.0,0,,8559,16218.0,,,1281.42575,1228.76643,7.0,16.0,,,,
199,DUSP1_timesweep,D,0.0,0,,9147,19042.0,,,1357.54903,1331.62987,12.0,26.0,,,,
200,DUSP1_timesweep,D,0.0,0,,7912,13364.0,,,1283.92935,1267.42472,3.0,18.0,,,,
201,DUSP1_timesweep,D,0.0,0,,7434,12814.0,,,1111.26029,1156.51217,3.0,10.0,,,,
202,DUSP1_timesweep,D,0.0,0,,9364,20203.0,,,1245.24413,1210.73242,3.0,16.0,,,,
203,DUSP1_timesweep,D,0.0,0,,5364,14255.0,,,1103.39243,1147.35146,0.0,4.0,,,,
204,DUSP1_timesweep,D,0.0,0,,8971,17819.0,,,1389.31111,1355.4755,18.0,34.0,,,,
205,DUSP1_timesweep,D,0.0,0,,8817,14361.0,,,1257.31428,1224.49753,9.0,23.0,,,,
206,DUSP1_timesweep,D,0.0,0,,8791,18086.0,,,1273.64304,1283.05258,14.0,56.0,,,,
207,DUSP1_timesweep,D,0.0,0,,7651,18976.0,,,1321.23984,1165.62089,28.0,39.0,89.0,,,
208,DUSP1_timesweep,D,0.0,0,,9757,20436.0,,,1371.06908,1341.8531,23.0,71.0,,,,
209,DUSP1_timesweep,D,0.0,0,,9889,19767.0,,,1339.86713,1311.57991,15.0,40.0,,,,
210,DUSP1_timesweep,D,0.0,0,,9162,18317.0,,,1403.85363,1399.59529,40.0,99.0,,,,
211,DUSP1_timesweep,D,0.0,0,,7904,18486.0,,,1383.45053,1351.79541,23.0,46.0,,,,
212,DUSP1_timesweep,D,0.0,0,,8387,18560.0,,,1177.60844,1136.34784,4.0,10.0,,,,
213,DUSP1_timesweep,D,0.0,0,,9039,20263.0,,,1349.08364,1304.89666,73.0,147.0,,,,
214,DUSP1_timesweep,D,0.0,0,,8071,15703.0,,,1273.64763,1246.05929,7.0,13.0,,,,
215,DUSP1_timesweep,D,0.0,0,,8173,14879.0,,,1359.88988,1353.82633,41.0,78.0,,,,
216,DUSP1_timesweep,D,0.0,0,,8295,20517.0,,,1392.91151,1387.80036,32.0,109.0,,,,
217,DUSP1_timesweep,D,0.0,0,,6107,15533.0,,,1415.06173,1378.74068,14.0,42.0,,,,
218,DUSP1_timesweep,D,0.0,0,,6123,12474.0,,,1383.95999,1377.23152,12.0,28.0,,,,
219,DUSP1_timesweep,D,0.0,0,,7165,17719.0,,,1423.19888,1395.21119,13.0,37.0,,,,
220,DUSP1_timesweep,D,0.0,0,,8986,18178.0,,,1281.14957,1264.29767,16.0,38.0,,,,
221,DUSP1_timesweep,D,0.0,0,,8174,16946.0,,,1406.69623,1392.43037,22.0,52.0,,,,
222,DUSP1_timesweep,D,0.0,0,,9469,18348.0,,,1397.81614,1310.37617,16.0,10.0,,,,
223,DUSP1_timesweep,D,0.0,0,,8445,16883.0,,,1287.2373,1227.60824,5.0,7.0,,,,
224,DUSP1_timesweep,D,0.0,0,,8787,14968.0,,,1133.43325,1150.40754,3.0,9.0,,,,
225,DUSP1_timesweep,D,0.0,0,,2984,19943.0,,,1130.82406,1178.11809,3.0,22.0,,,,
226,DUSP1_timesweep,D,100.0,10,,8161,14020.0,,,1280.50104,1265.93887,26.0,58.0,,,,
227,DUSP1_timesweep,D,100.0,10,,9406,19182.0,,,1255.5656,1237.53894,24.0,29.0,,,,
228,DUSP1_timesweep,D,100.0,10,,8410,16674.0,,,1405.09001,1356.71183,47.0,80.0,,,,
229,DUSP1_timesweep,D,100.0,10,,7118,13980.0,,,1261.68418,1249.54213,32.0,37.0,,,,
230,DUSP1_timesweep,D,100.0,10,,8624,18980.0,,,1359.17103,1348.49779,26.0,65.0,,,,
231,DUSP1_timesweep,D,100.0,10,,8702,19061.0,,,1406.68846,1478.84209,24.0,229.0,,,,
232,DUSP1_timesweep,D,100.0,10,,8697,19387.0,,,1486.62435,1444.72311,50.0,98.0,,,,
233,DUSP1_timesweep,D,100.0,10,,8427,14216.0,,,1288.26795,1316.55212,25.0,34.0,,,,
234,DUSP1_timesweep,D,100.0,10,,7456,16993.0,,,1229.06491,1207.66421,11.0,21.0,,,,
235,DUSP1_timesweep,D,100.0,10,,10191,17517.0,,,1370.98587,1338.94936,24.0,38.0,,,,
236,DUSP1_timesweep,D,100.0,10,,8003,12878.0,,,1275.72873,1238.86442,8.0,3.0,,,,
237,DUSP1_timesweep,D,100.0,10,,8006,12780.0,,,1189.95341,1195.09585,11.0,11.0,,,,
238,DUSP1_timesweep,D,100.0,10,,7602,17431.0,,,1214.57958,1193.64294,14.0,18.0,,,,
239,DUSP1_timesweep,D,100.0,10,,8704,13992.0,,,1528.72289,1460.76258,47.0,79.0,,,,
240,DUSP1_timesweep,D,100.0,10,,8126,18794.0,,,1413.34605,1434.19581,31.0,78.0,4.0,,,
241,DUSP1_timesweep,D,100.0,10,,8172,15008.0,,,1417.02423,1376.58249,36.0,54.0,,,,
