0min,1min,2min,4min,6min,8min,10min,15min,20min,25min,30min,35min,40min,45min,50min,55min,NaNmin
0,0,0,1,0,18,1,16,17,46,0,6,1,0,0,1,NaN
0,0,1,0,2,26,5,54,23,3,105,18,1,2,0,7,NaN
0,1,0,0,1,6,12,16,22,1,41,2,2,0,3,30,NaN
0,0,0,0,14,66,49,44,58,0,0,5,0,16,0,3,NaN
1,0,0,1,1,50,12,20,0,0,16,4,0,0,1,3,NaN
0,8,0,1,4,2,0,0,66,35,14,3,2,1,12,0,NaN
0,0,0,0,3,29,39,46,0,4,10,2,4,2,2,1,NaN
0,0,0,0,4,0,33,12,126,4,10,2,2,0,18,2,NaN
1,0,0,0,30,26,0,0,29,30,21,5,1,1,19,15,NaN
0,1,0,0,5,46,4,43,117,3,17,4,1,36,2,0,NaN
0,0,0,0,16,0,5,37,6,54,8,15,1,1,3,14,NaN
0,0,0,1,0,2,0,41,119,3,8,4,2,3,1,0,NaN
0,1,0,1,21,0,1,0,59,11,1,54,5,13,2,1,NaN
0,0,0,0,0,1,3,28,27,57,4,3,0,11,31,4,NaN
0,0,0,0,5,48,9,9,90,1,11,0,11,1,9,1,NaN
0,0,1,1,20,9,59,26,32,35,3,10,1,5,4,0,NaN
2,0,1,0,20,13,0,34,13,0,24,7,5,0,0,1,NaN
3,2,1,0,0,12,22,16,46,6,1,1,10,0,1,7,NaN
0,0,0,0,1,25,7,63,88,28,0,7,0,1,2,10,NaN
0,0,0,0,0,21,22,2,6,0,1,0,0,1,0,14,NaN
3,0,0,0,4,40,14,32,6,0,7,10,17,9,0,3,NaN
0,0,2,2,14,20,50,64,17,51,40,4,42,6,0,25,NaN
1,0,0,2,1,6,34,55,33,4,14,7,19,13,0,5,NaN
0,0,1,0,0,13,3,28,29,12,1,13,11,18,0,1,NaN
1,0,3,0,22,0,73,26,21,4,0,12,8,3,17,2,NaN
0,0,0,0,9,35,19,19,42,9,10,69,5,1,3,6,NaN
0,1,3,1,0,4,57,0,7,4,31,24,11,0,1,2,NaN
0,0,1,0,35,0,19,5,38,6,12,0,3,0,0,9,NaN
0,0,0,1,1,11,9,8,2,15,7,0,0,2,6,5,NaN
0,0,0,2,8,21,18,28,49,3,0,10,0,4,11,9,NaN
1,0,2,0,0,1,6,19,0,16,0,8,3,8,0,0,NaN
0,0,1,1,1,45,12,123,15,3,2,6,0,13,0,3,NaN
0,0,0,0,11,27,27,59,31,35,6,1,3,1,1,2,NaN
0,0,1,0,0,45,11,9,62,15,1,6,7,0,1,2,NaN
1,0,0,2,34,16,4,17,15,19,0,1,1,33,0,10,NaN
0,0,0,1,0,27,66,27,2,17,4,25,3,1,3,1,NaN
0,0,0,2,0,56,8,88,8,4,0,10,0,1,9,10,NaN
0,0,1,0,1,7,12,19,5,60,1,0,1,15,1,19,NaN
0,1,0,0,8,2,0,12,29,2,20,25,0,0,2,14,NaN
0,0,2,1,2,0,1,47,12,3,5,16,1,1,3,0,NaN
1,1,0,0,10,0,9,0,28,43,2,7,0,29,0,0,NaN
2,0,0,0,1,28,39,1,8,0,1,0,0,0,1,36,NaN
0,0,0,1,23,17,12,87,82,13,25,0,0,7,1,30,NaN
0,1,1,0,0,0,0,0,53,3,17,1,0,1,NaN,1,NaN
0,0,0,0,1,34,46,4,70,29,24,4,36,15,NaN,1,NaN
0,0,0,0,2,0,8,9,27,1,17,12,1,18,NaN,7,NaN
0,0,0,1,2,36,11,41,11,15,14,29,1,0,NaN,0,NaN
0,0,0,0,0,0,28,49,29,0,39,14,0,1,NaN,2,NaN
0,0,0,1,3,0,42,43,14,30,0,3,14,2,NaN,41,NaN
0,0,1,0,0,1,22,3,81,47,4,0,6,0,NaN,1,NaN
1,0,0,0,1,13,5,3,37,4,3,17,9,2,NaN,0,NaN
0,0,0,0,19,4,8,57,12,0,21,10,3,32,NaN,16,NaN
0,0,0,0,1,34,19,2,1,4,59,13,12,0,NaN,6,NaN
0,0,0,1,1,17,28,7,17,35,5,10,1,0,NaN,0,NaN
0,0,0,0,2,17,6,0,15,6,74,12,2,2,NaN,18,NaN
0,0,0,0,2,0,24,40,53,21,18,0,0,0,NaN,5,NaN
1,0,1,0,21,15,45,32,36,1,37,0,3,0,NaN,7,NaN
0,0,0,0,13,3,11,15,32,10,0,33,20,1,NaN,5,NaN
0,0,1,1,2,21,1,39,0,3,6,3,4,0,NaN,85,NaN
0,0,0,17,13,2,3,16,11,0,16,12,6,2,NaN,1,NaN
0,0,0,1,33,40,32,32,55,33,10,19,1,4,NaN,0,NaN
1,0,2,1,1,0,42,68,41,14,6,8,3,0,NaN,0,NaN
0,0,0,7,0,27,12,11,6,7,3,0,7,1,NaN,24,NaN
1,0,0,0,1,51,24,9,45,18,0,22,15,5,NaN,0,NaN
0,0,3,1,10,0,20,30,23,12,25,0,5,1,NaN,6,NaN
0,0,0,0,1,12,38,10,34,19,4,16,2,0,NaN,2,NaN
0,0,0,1,39,50,2,26,27,3,1,9,3,6,NaN,10,NaN
0,0,0,3,7,15,28,0,38,20,37,1,0,2,NaN,1,NaN
0,0,0,0,0,19,26,18,11,3,12,24,0,4,NaN,8,NaN
0,0,0,0,0,47,11,18,69,0,0,0,0,2,NaN,5,NaN
0,0,0,0,1,47,20,34,24,4,9,7,1,0,NaN,31,NaN
0,1,0,1,1,34,27,7,3,11,36,7,0,0,NaN,1,NaN
1,0,0,0,3,2,27,0,42,0,10,21,0,1,NaN,0,NaN
0,1,0,1,5,9,2,60,65,0,14,17,1,1,NaN,0,NaN
0,2,0,1,1,0,7,46,56,11,1,10,1,0,NaN,18,NaN
1,1,0,0,0,44,9,0,7,0,17,5,0,0,NaN,55,NaN
0,1,0,0,1,0,10,1,91,0,9,16,1,9,NaN,3,NaN
0,1,0,0,0,18,59,1,57,23,2,0,0,0,NaN,0,NaN
0,2,0,0,0,14,5,61,34,44,0,11,1,21,NaN,5,NaN
0,1,0,0,7,24,58,50,31,10,13,20,0,2,NaN,5,NaN
0,0,0,0,2,14,0,4,7,23,1,42,0,1,NaN,2,NaN
0,0,1,1,0,12,18,34,22,4,6,16,19,33,NaN,0,NaN
0,0,0,0,22,24,12,0,37,30,11,1,55,1,NaN,4,NaN
0,0,2,0,2,2,1,49,43,6,2,0,3,1,NaN,0,NaN
0,0,0,4,1,29,26,0,27,9,2,51,1,0,NaN,0,NaN
0,0,0,1,3,15,40,21,62,4,0,4,7,14,NaN,11,NaN
0,0,0,2,0,2,6,46,16,1,54,13,0,2,NaN,8,NaN
0,0,0,0,0,73,6,32,11,0,0,1,1,0,NaN,51,NaN
2,2,0,0,25,7,12,37,0,0,2,1,0,1,NaN,1,NaN
0,0,0,0,0,8,52,3,0,0,14,12,0,1,NaN,13,NaN
1,0,0,2,26,34,46,33,57,34,3,0,2,1,NaN,20,NaN
2,0,0,0,21,3,13,74,39,30,7,9,8,2,NaN,22,NaN
0,0,0,0,13,23,2,16,32,46,14,6,46,1,NaN,26,NaN
0,0,0,0,2,33,104,35,31,1,45,4,6,3,NaN,0,NaN
0,3,0,0,2,5,14,22,0,7,0,8,21,2,NaN,1,NaN
2,0,0,0,0,8,14,29,38,3,26,1,1,1,NaN,6,NaN
0,0,1,3,1,14,35,55,20,1,1,15,19,5,NaN,13,NaN
0,1,0,0,2,25,48,27,25,6,9,11,0,29,NaN,12,NaN
9,0,1,1,11,0,12,31,56,0,38,10,0,10,NaN,2,NaN
0,1,0,0,2,3,67,31,35,16,0,6,6,0,NaN,5,NaN
0,0,1,0,1,3,0,52,39,18,5,47,0,2,NaN,1,NaN
1,0,1,0,40,0,3,32,8,0,1,3,3,1,NaN,10,NaN
4,0,0,0,2,12,5,0,47,8,4,18,1,1,NaN,0,NaN
0,1,0,0,0,21,65,20,1,0,13,2,5,0,NaN,0,NaN
0,0,0,0,0,22,24,37,9,6,5,48,9,0,NaN,32,NaN
0,0,0,8,30,52,2,4,16,8,3,11,4,0,NaN,2,NaN
0,0,0,0,4,18,1,3,2,19,5,2,3,2,NaN,0,NaN
1,0,0,0,9,19,44,57,33,23,8,3,5,2,NaN,7,NaN
0,0,0,0,1,1,18,17,36,NaN,14,1,1,9,NaN,17,NaN
0,0,0,0,2,3,23,84,0,NaN,10,9,4,3,NaN,0,NaN
0,0,1,0,1,2,67,11,29,NaN,6,9,1,4,NaN,7,NaN
2,0,0,0,19,1,60,44,5,NaN,2,1,1,0,NaN,24,NaN
0,1,0,1,1,38,0,7,12,NaN,0,4,0,0,NaN,31,NaN
0,0,0,0,2,49,49,34,73,NaN,32,18,4,0,NaN,12,NaN
0,0,0,0,2,10,4,26,2,NaN,5,3,1,0,NaN,6,NaN
1,0,0,1,14,27,38,25,16,NaN,29,0,3,0,NaN,0,NaN
6,0,2,1,3,16,20,36,1,NaN,4,7,1,0,NaN,3,NaN
0,0,0,2,1,0,0,9,54,NaN,5,33,1,0,NaN,0,NaN
0,0,0,0,3,4,46,49,17,NaN,9,34,16,5,NaN,12,NaN
1,0,0,1,0,2,0,26,18,NaN,2,18,0,1,NaN,5,NaN
0,0,0,1,1,17,32,29,8,NaN,5,82,6,0,NaN,1,NaN
1,0,3,0,0,3,0,0,48,NaN,3,12,9,1,NaN,21,NaN
0,0,2,0,11,27,0,63,89,NaN,5,2,1,1,NaN,1,NaN
0,0,0,1,23,13,25,33,42,NaN,16,11,3,3,NaN,9,NaN
0,0,0,0,13,1,85,32,22,NaN,7,0,0,6,NaN,9,NaN
0,0,0,0,0,10,75,23,0,NaN,12,20,1,0,NaN,6,NaN
0,0,0,1,2,14,42,50,7,NaN,8,28,0,2,NaN,22,NaN
2,1,0,0,17,2,26,41,1,NaN,5,18,0,7,NaN,26,NaN
1,2,1,1,12,17,33,12,21,NaN,0,3,3,0,NaN,12,NaN
0,0,0,5,0,7,17,7,26,NaN,42,0,3,0,NaN,1,NaN
1,0,0,1,1,32,24,12,7,NaN,2,0,0,0,NaN,6,NaN
1,0,1,0,0,1,60,0,5,NaN,26,48,2,15,NaN,0,NaN
0,0,0,2,7,17,0,4,36,NaN,53,15,3,12,NaN,2,NaN
0,0,0,0,0,51,14,11,22,NaN,1,0,3,3,NaN,0,NaN
0,0,0,0,28,11,0,1,4,NaN,18,1,0,4,NaN,0,NaN
0,2,0,1,40,13,91,47,38,NaN,9,73,0,16,NaN,0,NaN
0,0,0,0,14,47,62,4,2,NaN,1,6,0,3,NaN,11,NaN
0,0,1,1,0,26,22,3,54,NaN,17,0,0,1,NaN,3,NaN
0,0,1,0,0,40,38,84,0,NaN,3,21,0,1,NaN,1,NaN
0,0,0,4,1,55,12,9,13,NaN,19,0,4,6,NaN,0,NaN
0,0,2,1,0,22,11,38,6,NaN,9,4,5,12,NaN,9,NaN
0,1,0,1,3,15,0,56,50,NaN,19,9,0,2,NaN,0,NaN
0,0,0,0,0,0,11,44,6,NaN,3,17,2,0,NaN,1,NaN
0,0,9,2,0,32,46,11,0,NaN,3,100,3,6,NaN,0,NaN
0,0,0,0,0,19,80,55,22,NaN,1,0,6,0,NaN,5,NaN
0,0,0,0,2,7,12,28,46,NaN,1,7,0,58,NaN,0,NaN
1,0,0,0,0,46,20,36,1,NaN,29,3,3,10,NaN,11,NaN
1,0,0,3,2,9,22,11,12,NaN,8,0,14,1,NaN,1,NaN
0,0,0,0,1,1,11,43,11,NaN,3,17,1,83,NaN,1,NaN
0,0,0,0,23,10,89,21,30,NaN,0,4,0,2,NaN,82,NaN
0,1,1,0,18,41,5,34,3,NaN,15,7,3,7,NaN,2,NaN
0,0,0,1,15,8,9,2,21,NaN,87,0,8,3,NaN,0,NaN
0,1,0,0,3,16,0,13,41,NaN,3,1,11,3,NaN,0,NaN
1,0,0,0,0,3,7,24,32,NaN,1,3,3,3,NaN,35,NaN
0,0,0,0,9,36,5,27,31,NaN,18,19,1,1,NaN,1,NaN
0,0,0,0,0,27,48,59,1,NaN,32,6,53,0,NaN,4,NaN
1,0,0,0,31,1,0,18,6,NaN,0,18,3,0,NaN,0,NaN
0,0,0,0,0,39,25,14,25,NaN,113,0,5,7,NaN,2,NaN
0,0,0,0,19,6,18,43,22,NaN,17,0,0,1,NaN,1,NaN
2,0,0,0,1,2,1,0,5,NaN,47,4,4,5,NaN,1,NaN
0,0,0,0,0,29,23,44,76,NaN,5,0,10,3,NaN,0,NaN
0,0,0,0,10,4,31,52,0,NaN,41,1,8,0,NaN,5,NaN
0,0,0,0,2,33,37,108,21,NaN,0,4,10,0,NaN,0,NaN
0,0,0,0,0,8,34,1,83,NaN,2,9,3,1,NaN,0,NaN
0,0,0,1,12,17,4,2,17,NaN,39,0,1,2,NaN,2,NaN
0,0,0,0,0,49,77,32,38,NaN,1,7,1,2,NaN,3,NaN
1,0,0,2,0,4,15,45,85,NaN,1,59,7,4,NaN,0,NaN
0,0,0,0,40,64,58,15,0,NaN,7,0,37,0,NaN,0,NaN
0,1,0,0,0,23,1,42,4,NaN,6,3,2,0,NaN,2,NaN
2,0,0,0,34,55,1,42,31,NaN,27,3,3,0,NaN,0,NaN
1,2,1,4,0,9,41,7,12,NaN,95,12,4,11,NaN,2,NaN
0,0,2,2,0,6,34,37,2,NaN,19,9,2,1,NaN,2,NaN
1,0,0,0,7,0,41,51,30,NaN,18,3,3,0,NaN,0,NaN
0,0,0,0,11,0,27,3,22,NaN,1,19,0,0,NaN,1,NaN
1,10,0,0,1,0,2,22,40,NaN,13,4,4,3,NaN,0,NaN
0,0,0,5,1,46,109,47,9,NaN,7,6,1,8,NaN,1,NaN
1,0,0,0,3,22,1,56,69,NaN,1,4,2,31,NaN,18,NaN
0,1,6,0,20,8,22,1,56,NaN,1,50,2,17,NaN,0,NaN
0,0,0,2,0,0,42,13,2,NaN,10,6,0,21,NaN,9,NaN
0,2,1,0,16,0,12,0,52,NaN,2,5,29,0,NaN,2,NaN
1,0,0,1,1,46,47,32,28,NaN,1,9,49,2,NaN,1,NaN
0,0,1,0,0,25,49,2,22,NaN,18,2,0,4,NaN,0,NaN
1,0,0,0,5,24,1,33,64,NaN,7,10,1,4,NaN,0,NaN
0,0,0,0,0,0,0,16,69,NaN,1,3,2,3,NaN,1,NaN
1,1,0,0,2,7,65,0,27,NaN,1,14,14,1,NaN,29,NaN
0,0,0,1,11,0,0,76,3,NaN,1,9,1,11,NaN,0,NaN
1,2,0,8,3,53,13,37,4,NaN,12,19,1,2,NaN,0,NaN
0,0,0,0,7,56,41,43,58,NaN,NaN,18,0,2,NaN,0,NaN
0,1,0,0,2,5,70,24,20,NaN,NaN,1,1,0,NaN,1,NaN
1,0,0,0,24,14,47,32,55,NaN,NaN,2,7,1,NaN,0,NaN
0,1,0,0,0,31,56,6,23,NaN,NaN,3,2,8,NaN,0,NaN
0,0,0,0,9,38,60,10,25,NaN,NaN,6,1,0,NaN,9,NaN
0,0,0,1,6,34,33,41,35,NaN,NaN,23,17,0,NaN,3,NaN
1,1,0,0,1,14,0,1,17,NaN,NaN,11,11,3,NaN,0,NaN
0,1,0,0,0,4,1,1,51,NaN,NaN,29,0,8,NaN,1,NaN
0,0,0,0,24,3,28,41,0,NaN,NaN,0,6,2,NaN,7,NaN
0,0,0,0,33,23,7,28,30,NaN,NaN,16,0,12,NaN,7,NaN
0,0,0,9,0,1,37,0,8,NaN,NaN,6,3,9,NaN,9,NaN
3,0,0,0,22,8,9,10,18,NaN,NaN,11,14,0,NaN,5,NaN
1,0,0,0,5,18,63,8,2,NaN,NaN,1,2,1,NaN,2,NaN
0,0,0,0,0,25,35,52,31,NaN,NaN,1,5,7,NaN,31,NaN
0,0,2,0,0,27,19,10,20,NaN,NaN,0,8,4,NaN,0,NaN
0,0,0,0,0,15,100,9,0,NaN,NaN,2,2,8,NaN,0,NaN
0,0,0,1,0,2,0,58,16,NaN,NaN,2,1,5,NaN,2,NaN
0,0,0,1,1,0,71,43,100,NaN,NaN,13,12,1,NaN,13,NaN
12,0,1,4,0,16,2,74,34,NaN,NaN,10,5,45,NaN,1,NaN
0,0,1,1,2,11,3,81,38,NaN,NaN,7,0,2,NaN,1,NaN
0,0,0,1,10,34,40,17,3,NaN,NaN,6,1,0,NaN,2,NaN
0,0,1,0,0,37,73,56,21,NaN,NaN,0,0,0,NaN,3,NaN
0,0,0,2,1,20,14,17,0,NaN,NaN,6,4,2,NaN,37,NaN
1,1,0,2,1,4,0,27,5,NaN,NaN,1,0,5,NaN,22,NaN
0,0,1,0,25,5,1,14,0,NaN,NaN,10,1,24,NaN,23,NaN
3,0,0,0,1,20,1,1,11,NaN,NaN,0,1,10,NaN,0,NaN
0,0,1,0,0,18,13,5,77,NaN,NaN,25,19,8,NaN,12,NaN
0,0,0,1,2,0,67,3,48,NaN,NaN,0,11,0,NaN,0,NaN
0,1,0,0,4,21,3,0,3,NaN,NaN,2,1,1,NaN,35,NaN
0,1,0,0,2,38,68,5,45,NaN,NaN,0,1,2,NaN,3,NaN
0,0,0,1,2,5,0,22,13,NaN,NaN,1,3,0,NaN,1,NaN
0,8,0,1,10,0,50,7,6,NaN,NaN,4,1,3,NaN,17,NaN
0,0,0,0,0,0,11,13,4,NaN,NaN,3,8,0,NaN,0,NaN
0,1,0,0,0,14,3,5,12,NaN,NaN,21,0,1,NaN,0,NaN
0,1,0,0,2,0,6,57,62,NaN,NaN,0,12,1,NaN,16,NaN
0,1,0,0,0,11,15,6,39,NaN,NaN,22,8,1,NaN,16,NaN
0,0,0,0,0,11,28,28,0,NaN,NaN,6,1,0,NaN,12,NaN
0,0,0,2,1,0,0,14,46,NaN,NaN,17,3,0,NaN,0,NaN
0,0,0,0,15,9,45,2,9,NaN,NaN,2,6,0,NaN,1,NaN
0,0,0,2,6,11,35,10,123,NaN,NaN,9,1,3,NaN,0,NaN
0,0,0,1,7,7,48,9,4,NaN,NaN,13,23,4,NaN,1,NaN
2,0,0,0,21,24,82,11,58,NaN,NaN,11,0,0,NaN,0,NaN
0,0,0,0,1,19,27,3,47,NaN,NaN,18,10,6,NaN,1,NaN
0,0,0,0,0,23,7,60,25,NaN,NaN,2,22,0,NaN,3,NaN
0,0,0,0,9,0,33,33,40,NaN,NaN,0,1,3,NaN,7,NaN
4,0,0,1,23,20,19,33,49,NaN,NaN,4,1,0,NaN,1,NaN
1,0,0,0,9,13,0,26,59,NaN,NaN,3,11,1,NaN,0,NaN
0,0,0,0,20,53,35,8,25,NaN,NaN,4,0,3,NaN,0,NaN
0,0,1,0,6,0,71,13,1,NaN,NaN,15,7,43,NaN,1,NaN
0,0,1,13,0,1,33,44,95,NaN,NaN,4,0,0,NaN,1,NaN
0,0,3,1,4,0,0,0,3,NaN,NaN,14,0,27,NaN,1,NaN
0,0,0,1,17,7,30,17,21,NaN,NaN,2,4,11,NaN,12,NaN
0,1,0,3,0,53,81,57,87,NaN,NaN,1,1,5,NaN,0,NaN
0,0,0,0,0,9,18,19,69,NaN,NaN,3,7,1,NaN,0,NaN
1,0,1,0,0,14,38,29,11,NaN,NaN,0,4,0,NaN,3,NaN
1,0,3,3,0,11,12,23,3,NaN,NaN,7,4,40,NaN,3,NaN
0,0,0,0,0,0,1,15,37,NaN,NaN,4,11,6,NaN,47,NaN
0,2,0,0,33,25,0,10,1,NaN,NaN,19,2,1,NaN,11,NaN
0,0,0,1,0,24,4,10,21,NaN,NaN,1,10,4,NaN,0,NaN
0,0,0,0,19,5,4,14,8,NaN,NaN,7,3,1,NaN,49,NaN
0,0,1,3,37,81,40,39,20,NaN,NaN,9,8,11,NaN,1,NaN
0,0,0,0,23,8,83,25,36,NaN,NaN,1,0,25,NaN,51,NaN
2,0,0,0,25,19,66,4,30,NaN,NaN,7,1,2,NaN,3,NaN
0,0,0,0,31,22,24,56,30,NaN,NaN,22,0,1,NaN,0,NaN
0,0,0,0,0,13,58,40,10,NaN,NaN,2,1,0,NaN,14,NaN
1,1,0,0,0,18,24,65,22,NaN,NaN,11,1,4,NaN,22,NaN
1,0,0,0,5,1,25,17,15,NaN,NaN,5,1,2,NaN,30,NaN
0,1,0,1,24,4,12,2,9,NaN,NaN,2,5,1,NaN,5,NaN
0,0,0,0,13,56,45,0,21,NaN,NaN,3,1,4,NaN,27,NaN
1,0,0,0,0,0,33,48,82,NaN,NaN,2,3,1,NaN,0,NaN
0,0,0,0,11,2,25,38,27,NaN,NaN,1,1,10,NaN,10,NaN
0,2,1,0,2,18,0,45,35,NaN,NaN,8,4,5,NaN,2,NaN
0,0,0,3,0,12,4,1,63,NaN,NaN,18,30,2,NaN,4,NaN
0,0,1,0,28,2,1,26,9,NaN,NaN,43,1,1,NaN,0,NaN
4,0,0,0,0,0,27,11,19,NaN,NaN,1,2,6,NaN,2,NaN
0,0,1,2,22,56,37,21,37,NaN,NaN,4,2,6,NaN,0,NaN
0,0,0,0,12,1,1,7,35,NaN,NaN,1,1,0,NaN,1,NaN
1,1,1,0,0,0,0,0,0,NaN,NaN,0,1,8,NaN,0,NaN
1,0,0,1,3,3,59,68,95,NaN,NaN,0,0,3,NaN,0,NaN
2,1,0,1,17,0,21,29,3,NaN,NaN,0,0,10,NaN,0,NaN
0,0,0,1,23,0,0,8,34,NaN,NaN,8,3,2,NaN,0,NaN
0,2,2,0,0,1,23,54,10,NaN,NaN,0,2,15,NaN,2,NaN
0,1,0,2,1,13,53,2,44,NaN,NaN,5,7,5,NaN,4,NaN
0,0,0,0,2,44,2,2,41,NaN,NaN,0,1,3,NaN,7,NaN
0,0,0,0,6,3,33,15,3,NaN,NaN,32,1,0,NaN,2,NaN
0,0,1,4,0,16,11,20,20,NaN,NaN,0,4,0,NaN,0,NaN
0,0,1,1,2,53,4,1,29,NaN,NaN,2,1,0,NaN,16,NaN
1,0,1,6,21,4,0,34,10,NaN,NaN,8,1,16,NaN,5,NaN
0,0,0,1,4,19,43,3,44,NaN,NaN,22,4,0,NaN,15,NaN
1,0,0,0,14,12,57,39,38,NaN,NaN,1,0,0,NaN,15,NaN
0,0,0,0,5,21,8,31,17,NaN,NaN,0,1,1,NaN,6,NaN
0,1,0,1,8,19,42,0,34,NaN,NaN,1,1,8,NaN,0,NaN
0,0,1,1,0,2,1,37,16,NaN,NaN,8,1,0,NaN,3,NaN
0,0,0,1,1,5,9,12,7,NaN,NaN,28,3,32,NaN,6,NaN
2,0,0,0,2,17,51,13,35,NaN,NaN,8,4,2,NaN,0,NaN
1,0,0,1,7,8,32,17,58,NaN,NaN,1,3,8,NaN,2,NaN
0,0,0,0,34,14,3,20,15,NaN,NaN,1,7,20,NaN,0,NaN
0,0,2,1,0,17,0,7,1,NaN,NaN,15,2,0,NaN,1,NaN
0,1,1,5,9,11,63,53,21,NaN,NaN,2,12,2,NaN,2,NaN
0,0,0,1,0,19,0,2,29,NaN,NaN,9,11,1,NaN,15,NaN
1,1,0,8,30,23,49,21,24,NaN,NaN,25,0,5,NaN,0,NaN
0,0,0,0,0,54,0,15,49,NaN,NaN,27,3,0,NaN,0,NaN
0,0,0,1,1,11,61,50,37,NaN,NaN,17,1,1,NaN,0,NaN
0,1,0,0,0,9,0,45,7,NaN,NaN,23,1,1,NaN,2,NaN
10,0,3,7,0,8,32,0,5,NaN,NaN,25,6,1,NaN,4,NaN
0,0,0,0,1,41,59,7,50,NaN,NaN,15,8,0,NaN,12,NaN
0,0,1,0,1,2,3,49,26,NaN,NaN,0,0,1,NaN,1,NaN
1,1,0,1,24,0,28,34,5,NaN,NaN,5,7,16,NaN,1,NaN
0,0,1,0,1,30,102,2,16,NaN,NaN,8,0,1,NaN,10,NaN
0,0,0,1,0,58,4,98,17,NaN,NaN,5,11,2,NaN,1,NaN
0,0,0,0,1,1,1,6,2,NaN,NaN,12,19,9,NaN,0,NaN
0,0,0,1,0,1,96,34,2,NaN,NaN,8,3,0,NaN,10,NaN
0,0,2,1,20,17,54,9,12,NaN,NaN,2,9,0,NaN,1,NaN
1,1,0,0,0,33,71,32,37,NaN,NaN,56,14,1,NaN,8,NaN
0,2,0,0,9,19,12,22,27,NaN,NaN,6,1,0,NaN,1,NaN
0,0,0,2,1,15,2,91,11,NaN,NaN,2,2,1,NaN,0,NaN
2,1,0,0,47,16,5,25,4,NaN,NaN,4,7,NaN,NaN,2,NaN
0,0,0,0,1,8,2,15,14,NaN,NaN,1,0,NaN,NaN,2,NaN
0,1,0,2,0,13,1,20,12,NaN,NaN,68,0,NaN,NaN,1,NaN
0,0,1,0,10,1,7,58,13,NaN,NaN,35,1,NaN,NaN,7,NaN
0,0,0,0,5,3,3,19,24,NaN,NaN,5,0,NaN,NaN,1,NaN
0,0,0,1,18,0,4,1,63,NaN,NaN,2,1,NaN,NaN,3,NaN
2,0,1,2,1,3,0,8,1,NaN,NaN,8,4,NaN,NaN,10,NaN
0,0,0,0,0,29,34,42,55,NaN,NaN,10,1,NaN,NaN,3,NaN
