0min,1min,2min,4min,6min,8min,10min,15min,20min,25min,30min,35min,40min,45min,50min,55min,NaNmin
0,0,0,0,0,0,4,86,12,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,5,0,26,14,1,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,34,22,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,47,15,1,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,4,2,0,24,2,NaN,2,0,0,0,NaN,0,NaN
0,0,0,0,0,2,33,0,1,NaN,0,1,1,0,NaN,0,NaN
0,0,0,0,0,0,5,0,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,18,0,0,1,NaN,0,1,0,0,NaN,0,NaN
0,0,1,0,0,0,0,0,17,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,1,0,41,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,6,0,4,95,0,5,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,1,0,59,51,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,6,0,0,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,1,1,0,30,37,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,1,0,1,21,1,1,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,1,0,6,2,0,NaN,1,0,0,0,NaN,0,NaN
0,0,0,0,0,4,22,23,1,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,2,42,8,1,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,3,64,18,2,NaN,0,0,0,0,NaN,0,NaN
0,0,4,0,0,2,0,9,0,NaN,1,0,0,0,NaN,0,NaN
0,0,0,0,0,0,1,13,18,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,23,1,29,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,3,20,117,45,5,NaN,3,1,0,0,NaN,0,NaN
0,0,0,0,0,36,0,33,8,NaN,0,1,0,0,NaN,0,NaN
0,0,0,0,10,0,30,0,7,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,48,43,39,2,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,27,1,31,0,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,2,7,15,4,NaN,0,0,0,0,NaN,0,NaN
0,0,1,0,0,1,0,31,2,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,20,0,0,NaN,0,4,0,1,NaN,0,NaN
0,0,0,0,0,27,58,45,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,2,3,10,0,2,NaN,0,2,0,0,NaN,0,NaN
0,0,1,0,0,1,0,12,2,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,10,70,1,NaN,6,0,0,0,NaN,0,NaN
0,0,2,0,1,40,8,41,19,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,16,0,28,0,3,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,4,18,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,22,16,8,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,3,0,19,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,2,17,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,0,7,24,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,4,36,2,12,6,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,54,0,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,1,0,0,80,33,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,0,1,0,NaN,1,0,0,0,NaN,0,NaN
0,0,0,0,0,3,21,21,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,14,0,0,9,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,4,43,48,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,25,43,4,5,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,20,25,4,NaN,0,0,1,0,NaN,0,NaN
0,0,0,1,0,0,0,0,39,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,14,0,17,0,NaN,3,0,0,0,NaN,0,NaN
0,0,0,0,0,56,101,0,6,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,32,22,33,0,NaN,0,1,0,0,NaN,0,NaN
0,0,0,0,11,1,0,8,3,NaN,1,0,0,0,NaN,0,NaN
0,0,0,0,0,12,0,34,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,57,36,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,2,0,31,12,1,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,2,0,1,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,46,62,1,NaN,10,0,0,0,NaN,0,NaN
0,0,0,0,0,36,38,61,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,26,0,13,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,10,0,17,39,33,4,NaN,0,0,0,0,NaN,0,NaN
0,0,0,1,0,0,0,67,1,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,3,5,0,26,NaN,0,0,0,0,NaN,1,NaN
0,0,0,0,0,14,43,10,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,1,27,8,17,2,13,NaN,0,1,0,0,NaN,0,NaN
0,0,0,0,0,24,21,12,0,NaN,0,1,0,0,NaN,0,NaN
0,0,0,0,1,0,0,46,21,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,0,1,90,0,NaN,1,0,0,0,NaN,0,NaN
0,0,0,1,21,6,0,59,0,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,9,0,0,0,7,NaN,0,0,0,0,NaN,0,NaN
0,0,0,2,0,14,0,0,2,NaN,0,0,0,0,NaN,0,NaN
0,0,0,2,1,13,0,119,5,NaN,0,0,0,0,NaN,0,NaN
0,0,0,0,0,11,14,2,3,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,0,60,17,7,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,2,0,15,0,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,47,6,28,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,4,0,30,0,3,NaN,NaN,0,0,0,NaN,0,NaN
0,0,7,0,0,17,65,0,50,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,2,0,0,42,5,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,17,21,26,16,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,1,2,0,52,0,2,NaN,NaN,0,0,0,NaN,1,NaN
0,0,0,0,1,8,1,3,21,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,11,20,0,9,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,3,28,0,12,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,121,0,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,27,11,38,48,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,16,3,7,0,NaN,NaN,1,0,0,NaN,0,NaN
0,0,0,0,0,37,89,40,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,26,0,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,13,0,11,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,2,0,7,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,1,45,78,9,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,2,0,2,1,6,9,NaN,NaN,0,0,0,NaN,0,NaN
3,0,0,0,10,1,10,11,10,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,4,3,67,0,7,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,16,0,0,5,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,5,0,2,3,0,NaN,NaN,0,0,0,NaN,1,NaN
0,0,0,0,0,16,22,0,4,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,34,108,11,4,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,2,28,63,9,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,27,1,0,6,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,55,3,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,3,0,6,12,NaN,NaN,0,1,0,NaN,0,NaN
0,0,0,0,0,3,0,24,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,1,0,10,4,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,36,13,26,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,3,0,33,54,32,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,4,21,8,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,20,7,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,0,1,6,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,0,59,33,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,1,22,20,17,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,13,62,6,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,9,0,2,17,49,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,1,8,11,33,0,29,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,4,0,1,1,NaN,NaN,1,0,0,NaN,0,NaN
0,0,0,0,0,0,27,11,60,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,1,1,9,0,4,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,4,16,19,14,NaN,NaN,1,0,0,NaN,0,NaN
0,0,0,0,0,0,2,8,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,26,22,8,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,1,0,0,51,8,20,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,1,2,2,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,55,0,27,5,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,28,60,59,19,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,0,57,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,2,0,26,57,7,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,26,0,28,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,3,0,1,9,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,1,0,14,0,0,14,NaN,NaN,1,0,0,NaN,0,NaN
0,0,0,0,0,0,23,0,15,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,2,31,42,13,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,13,2,40,18,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,0,0,13,4,NaN,NaN,0,0,0,NaN,1,NaN
0,0,0,0,0,40,40,31,26,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,14,0,0,0,26,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,12,1,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,20,57,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,13,0,1,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,10,3,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,46,36,0,NaN,NaN,0,0,1,NaN,0,NaN
0,0,0,0,0,6,0,45,21,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,0,16,4,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,10,0,7,23,26,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,20,0,0,17,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,6,22,19,3,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,24,0,44,0,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,4,35,1,30,1,NaN,NaN,0,0,0,NaN,0,NaN
1,0,0,0,0,1,0,0,3,NaN,NaN,1,0,0,NaN,0,NaN
0,0,0,0,0,0,0,11,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,21,0,48,15,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,2,0,0,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,39,0,0,19,1,NaN,NaN,1,0,0,NaN,0,NaN
0,0,0,0,0,24,18,1,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,0,42,6,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,14,0,8,0,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,2,1,29,0,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,2,28,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,9,3,12,20,12,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,3,21,0,51,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,43,1,0,24,10,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,3,0,27,12,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,4,28,18,32,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,23,31,0,45,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,5,5,28,17,NaN,NaN,0,0,1,NaN,1,NaN
0,0,0,0,0,20,21,13,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,4,0,2,60,13,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,1,10,21,11,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,0,18,100,4,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,28,18,16,6,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,10,6,0,32,16,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,18,1,0,9,28,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,1,41,26,4,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,28,15,26,13,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,3,31,6,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,1,35,20,1,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,1,0,19,2,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,15,1,32,16,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,1,0,27,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,18,0,0,19,15,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,7,0,1,0,2,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,2,1,0,74,0,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,39,0,1,28,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,8,96,28,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,36,19,4,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,1,33,4,3,0,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,33,0,0,59,8,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,0,0,1,80,9,NaN,NaN,0,0,0,NaN,0,NaN
0,0,0,0,10,0,32,6,0,NaN,NaN,0,0,NaN,NaN,0,NaN
0,0,0,0,0,1,26,1,12,NaN,NaN,1,0,NaN,NaN,0,NaN
0,0,0,12,6,0,15,0,1,NaN,NaN,0,0,NaN,NaN,0,NaN
0,0,0,0,0,0,38,47,4,NaN,NaN,1,0,NaN,NaN,0,NaN
0,0,0,0,0,0,1,0,1,NaN,NaN,0,0,NaN,NaN,0,NaN
0,0,0,0,0,0,81,0,22,NaN,NaN,1,0,NaN,NaN,0,NaN
0,0,0,0,3,0,6,12,0,NaN,NaN,0,0,NaN,NaN,0,NaN
0,0,0,1,0,0,72,21,18,NaN,NaN,0,0,NaN,NaN,0,NaN
