Cell_id,Condition,Replica,Dex_Conc,Time_index,Time_TPL,Nuc_Area,Cyto_Area,Nuc_GR_avg_int,Cyto_GR_avg_int,Nuc_DUSP1_avg_int,Cyto_DUSP1_avg_int,RNA_DUSP1_nuc,RNA_DUSP1_cyto,DUSP1_ts_size_0,DUSP1_ts_size_1,DUSP1_ts_size_2,DUSP1_ts_size_3,Nuc_DUSP1_avg_int_tot
390,DUSP1_timesweep,G,10000,75,NaN,9348,17721,NaN,NaN,1356.16431,1394.11032,73,186,NaN,NaN,NaN,NaN,282
391,DUSP1_timesweep,G,10000,75,NaN,7899,10486,NaN,NaN,1335.35523,1433.40187,122,219,NaN,NaN,NaN,NaN,278
397,DUSP1_timesweep,G,10000,75,NaN,8198,21832,NaN,NaN,1363.80617,1406.726,61,219,NaN,NaN,NaN,NaN,284
398,DUSP1_timesweep,G,10000,75,NaN,8871,22376,NaN,NaN,1359.37921,1415.31704,192,441,4,NaN,NaN,NaN,283
402,DUSP1_timesweep,G,10000,75,NaN,8583,19410,NaN,NaN,1158.89246,1163.25688,24,43,NaN,NaN,NaN,NaN,241
403,DUSP1_timesweep,G,10000,75,NaN,9251,26124,NaN,NaN,1172.57799,1221.72079,41,161,NaN,NaN,NaN,NaN,244
405,DUSP1_timesweep,G,10000,75,NaN,8117,11974,NaN,NaN,1197.17137,1231.03416,91,105,NaN,NaN,NaN,NaN,249
406,DUSP1_timesweep,G,10000,75,NaN,8860,18029,NaN,NaN,1387.10993,1370.551,89,208,NaN,NaN,NaN,NaN,288
408,DUSP1_timesweep,G,10000,75,NaN,9292,22288,NaN,NaN,1332.89658,1368.39712,141,332,8,4,NaN,NaN,277
411,DUSP1_timesweep,G,10000,75,NaN,9246,18128,NaN,NaN,1339.492,1399.58131,154,329,6,4,NaN,NaN,278
412,DUSP1_timesweep,G,10000,75,NaN,7833,13953,NaN,NaN,1264.26873,1284.97914,41,80,NaN,NaN,NaN,NaN,263
414,DUSP1_timesweep,G,10000,75,NaN,8314,11800,NaN,NaN,1123.51227,1151.7578,52,104,NaN,NaN,NaN,NaN,234
415,DUSP1_timesweep,G,10000,75,NaN,9028,16260,NaN,NaN,1153.80184,1195.12638,45,115,NaN,NaN,NaN,NaN,240
417,DUSP1_timesweep,G,10000,75,NaN,7099,12983,NaN,NaN,1114.59699,1163.13287,96,158,NaN,NaN,NaN,NaN,232
419,DUSP1_timesweep,G,10000,75,NaN,8716,17737,NaN,NaN,1382.71615,1394.23493,83,186,7,NaN,NaN,NaN,287
420,DUSP1_timesweep,G,10000,75,NaN,9239,12297,NaN,NaN,1347.2996,1429.19671,40,134,NaN,NaN,NaN,NaN,280
423,DUSP1_timesweep,G,10000,75,NaN,8780,15960,NaN,NaN,1410.94396,1447.52287,116,217,4,NaN,NaN,NaN,293
424,DUSP1_timesweep,G,10000,75,NaN,7085,16309,NaN,NaN,1392.86309,1435.2322,64,241,21,14,NaN,NaN,290
425,DUSP1_timesweep,G,10000,75,NaN,8865,9367,NaN,NaN,1244.13852,1263.04025,54,82,NaN,NaN,NaN,NaN,259
426,DUSP1_timesweep,G,10000,75,NaN,8302,16424,NaN,NaN,1363.53252,1420.03696,119,298,NaN,NaN,NaN,NaN,283
427,DUSP1_timesweep,G,10000,75,NaN,9036,19669,NaN,NaN,1281.59861,1330.33703,46,160,NaN,NaN,NaN,NaN,266
428,DUSP1_timesweep,G,10000,75,NaN,8841,14023,NaN,NaN,1132.41127,1143.21172,44,89,NaN,NaN,NaN,NaN,235
429,DUSP1_timesweep,G,10000,75,NaN,8314,18223,NaN,NaN,1214.48304,1228.46414,59,139,6,NaN,NaN,NaN,252
1,DUSP1_timesweep,H,10000,75,NaN,9083,13129,NaN,NaN,1213.53969,1309.49295,112,229,NaN,NaN,NaN,NaN,252
2,DUSP1_timesweep,H,10000,75,NaN,9025,17404,NaN,NaN,1142.71136,1205.6857,32,120,NaN,NaN,NaN,NaN,238
4,DUSP1_timesweep,H,10000,75,NaN,8472,14299,NaN,NaN,1340.35576,1372.45479,57,188,NaN,NaN,NaN,NaN,279
5,DUSP1_timesweep,H,10000,75,NaN,7643,10947,NaN,NaN,1259.1086,1346.79392,110,223,NaN,NaN,NaN,NaN,262
6,DUSP1_timesweep,H,10000,75,NaN,8612,13891,NaN,NaN,1336.84673,1342.96192,127,158,NaN,NaN,NaN,NaN,278
8,DUSP1_timesweep,H,10000,75,NaN,6968,13582,NaN,NaN,1161.25947,1214.48829,54,155,NaN,NaN,NaN,NaN,241
9,DUSP1_timesweep,H,10000,75,NaN,9094,11711,NaN,NaN,1263.51188,1266.92477,65,85,NaN,NaN,NaN,NaN,263
10,DUSP1_timesweep,H,10000,75,NaN,8837,13054,NaN,NaN,1157.66742,1179.18845,45,61,NaN,NaN,NaN,NaN,241
14,DUSP1_timesweep,H,10000,75,NaN,7050,15730,NaN,NaN,1316.28255,1335.81761,90,202,NaN,NaN,NaN,NaN,274
16,DUSP1_timesweep,H,10000,75,NaN,8423,19914,NaN,NaN,1179.56417,1168.15813,102,168,NaN,NaN,NaN,NaN,245
18,DUSP1_timesweep,H,10000,75,NaN,9470,21647,NaN,NaN,1160.22587,1185.2058,107,161,NaN,NaN,NaN,NaN,241
19,DUSP1_timesweep,H,10000,75,NaN,8968,19811,NaN,NaN,1336.24521,1363.6613,76,248,7,NaN,NaN,NaN,278
20,DUSP1_timesweep,H,10000,75,NaN,8580,18740,NaN,NaN,1345.76702,1322.38773,123,217,7,NaN,NaN,NaN,280
21,DUSP1_timesweep,H,10000,75,NaN,7341,18300,NaN,NaN,1160.38578,1172.96197,30,89,4,NaN,NaN,NaN,241
23,DUSP1_timesweep,H,10000,75,NaN,7131,14538,NaN,NaN,1274.67087,1245.46905,60,95,NaN,NaN,NaN,NaN,265
24,DUSP1_timesweep,H,10000,75,NaN,9170,22239,NaN,NaN,1122.741,1100.12028,68,133,NaN,NaN,NaN,NaN,233
25,DUSP1_timesweep,H,10000,75,NaN,8628,21542,NaN,NaN,1148.83519,1143.43487,60,93,NaN,NaN,NaN,NaN,239
26,DUSP1_timesweep,H,10000,75,NaN,7840,15940,NaN,NaN,1141.84413,1134.17604,27,52,NaN,NaN,NaN,NaN,237
27,DUSP1_timesweep,H,10000,75,NaN,7779,15342,NaN,NaN,1026.86026,1021.22259,23,29,NaN,NaN,NaN,NaN,213
29,DUSP1_timesweep,H,10000,75,NaN,8841,15276,NaN,NaN,1104.11051,1218.87497,87,217,NaN,NaN,NaN,NaN,230
31,DUSP1_timesweep,H,10000,75,NaN,7882,16372,NaN,NaN,1170.42832,1208.23485,32,112,NaN,NaN,NaN,NaN,243
33,DUSP1_timesweep,H,10000,75,NaN,8541,23838,NaN,NaN,1223.27608,1208.14317,36,122,NaN,NaN,NaN,NaN,254
36,DUSP1_timesweep,H,10000,75,NaN,8113,21820,NaN,NaN,1387.81992,1347.52649,102,224,NaN,NaN,NaN,NaN,289
39,DUSP1_timesweep,H,10000,75,NaN,8649,18184,NaN,NaN,1387.71002,1395.78124,131,305,6,5,NaN,NaN,289
40,DUSP1_timesweep,H,10000,75,NaN,8606,21192,NaN,NaN,1117.5459,1093.70923,22,65,NaN,NaN,NaN,NaN,232
41,DUSP1_timesweep,H,10000,75,NaN,8976,17863,NaN,NaN,1291.57732,1304.78402,135,310,NaN,NaN,NaN,NaN,269
43,DUSP1_timesweep,H,10000,75,NaN,8734,15056,NaN,NaN,1211.12961,1230.10189,96,243,NaN,NaN,NaN,NaN,252
48,DUSP1_timesweep,H,10000,75,NaN,8598,14209,NaN,NaN,1311.35776,1359.26772,78,168,NaN,NaN,NaN,NaN,273
50,DUSP1_timesweep,H,10000,75,NaN,8655,12942,NaN,NaN,1289.15864,1320.43054,35,102,NaN,NaN,NaN,NaN,268
51,DUSP1_timesweep,H,10000,75,NaN,8285,15336,NaN,NaN,1287.44719,1305.09892,30,97,5,NaN,NaN,NaN,268
52,DUSP1_timesweep,H,10000,75,NaN,7721,13516,NaN,NaN,1257.88849,1257.07976,93,172,NaN,NaN,NaN,NaN,262
53,DUSP1_timesweep,H,10000,75,NaN,8709,15509,NaN,NaN,1332.43036,1346.68947,63,161,5,NaN,NaN,NaN,277
55,DUSP1_timesweep,H,10000,75,NaN,8957,14279,NaN,NaN,1159.19181,1165.80433,74,144,NaN,NaN,NaN,NaN,241
58,DUSP1_timesweep,H,10000,75,NaN,8469,8614,NaN,NaN,1160.37797,1170.34038,32,51,NaN,NaN,NaN,NaN,241
59,DUSP1_timesweep,H,10000,75,NaN,9508,24475,NaN,NaN,1254.02987,1240.70705,61,176,NaN,NaN,NaN,NaN,261
61,DUSP1_timesweep,H,10000,75,NaN,7798,24802,NaN,NaN,1243.05873,1179.26151,64,136,NaN,NaN,NaN,NaN,258
63,DUSP1_timesweep,H,10000,75,NaN,8262,19194,NaN,NaN,1404.5512,1374.49161,151,281,16,NaN,NaN,NaN,292
64,DUSP1_timesweep,H,10000,75,NaN,7517,15079,NaN,NaN,1084.5739,1124.47821,14,43,NaN,NaN,NaN,NaN,225
66,DUSP1_timesweep,H,10000,75,NaN,9246,21579,NaN,NaN,1216.82717,1218.22795,49,158,NaN,NaN,NaN,NaN,253
71,DUSP1_timesweep,H,10000,75,NaN,8897,22288,NaN,NaN,1136.68956,1177.00202,53,138,NaN,NaN,NaN,NaN,236
72,DUSP1_timesweep,H,10000,75,NaN,8503,9870,NaN,NaN,1213.14254,1241.43323,78,153,NaN,NaN,NaN,NaN,252
73,DUSP1_timesweep,H,10000,75,NaN,8774,18542,NaN,NaN,1126.82539,1164.69922,136,347,NaN,NaN,NaN,NaN,234
75,DUSP1_timesweep,H,10000,75,NaN,8729,12263,NaN,NaN,1308.66147,1303.3257,162,226,NaN,NaN,NaN,NaN,272
76,DUSP1_timesweep,H,10000,75,NaN,8720,20072,NaN,NaN,1346.22936,1334.78433,112,218,NaN,NaN,NaN,NaN,280
77,DUSP1_timesweep,H,10000,75,NaN,7016,26390,NaN,NaN,1241.93358,1218.94149,82,241,NaN,NaN,NaN,NaN,258
78,DUSP1_timesweep,H,10000,75,NaN,9306,28876,NaN,NaN,1310.22985,1317.74702,54,187,NaN,NaN,NaN,NaN,272
79,DUSP1_timesweep,H,10000,75,NaN,9167,24971,NaN,NaN,1230.10232,1249.99584,44,135,NaN,NaN,NaN,NaN,256
80,DUSP1_timesweep,H,10000,75,NaN,8380,17504,NaN,NaN,1268.34666,1319.35283,60,167,NaN,NaN,NaN,NaN,264
85,DUSP1_timesweep,H,10000,75,NaN,8919,21372,NaN,NaN,1061.90145,1067.96163,32,105,NaN,NaN,NaN,NaN,221
86,DUSP1_timesweep,H,10000,75,NaN,8082,17451,NaN,NaN,1182.97241,1191.28869,63,142,NaN,NaN,NaN,NaN,246
88,DUSP1_timesweep,H,10000,75,NaN,7178,12437,NaN,NaN,1177.45848,1181.87111,83,163,NaN,NaN,NaN,NaN,245
90,DUSP1_timesweep,H,10000,75,NaN,8981,21771,NaN,NaN,1239.11001,1233.10307,36,89,7,NaN,NaN,NaN,258
94,DUSP1_timesweep,H,10000,75,NaN,8193,12834,NaN,NaN,1339.57561,1356.93798,79,139,NaN,NaN,NaN,NaN,279
97,DUSP1_timesweep,H,10000,75,NaN,8921,19121,NaN,NaN,1337.54389,1324.80043,84,188,7,NaN,NaN,NaN,278
98,DUSP1_timesweep,H,10000,75,NaN,6981,14260,NaN,NaN,1273.38046,1255.41367,32,72,NaN,NaN,NaN,NaN,265
100,DUSP1_timesweep,H,10000,75,NaN,9509,20340,NaN,NaN,1212.84804,1202.68859,106,209,NaN,NaN,NaN,NaN,252
105,DUSP1_timesweep,H,10000,75,NaN,9404,18504,NaN,NaN,1240.85134,1270.87711,105,249,NaN,NaN,NaN,NaN,258
107,DUSP1_timesweep,H,10000,75,NaN,9264,20116,NaN,NaN,1261.64141,1282.76785,96,246,6,NaN,NaN,NaN,262
112,DUSP1_timesweep,H,10000,75,NaN,9145,20723,NaN,NaN,1184.11296,1193.6487,36,82,NaN,NaN,NaN,NaN,246
115,DUSP1_timesweep,H,10000,75,NaN,8207,16662,NaN,NaN,1318.14037,1287.09063,80,145,NaN,NaN,NaN,NaN,274
116,DUSP1_timesweep,H,10000,75,NaN,9274,20198,NaN,NaN,1237.32618,1211.7378,93,206,NaN,NaN,NaN,NaN,257
118,DUSP1_timesweep,H,10000,75,NaN,8757,9535,NaN,NaN,1070.38815,1111.90425,62,102,NaN,NaN,NaN,NaN,223
119,DUSP1_timesweep,H,10000,75,NaN,8528,25155,NaN,NaN,1136.21822,1106.53143,27,69,NaN,NaN,NaN,NaN,236
120,DUSP1_timesweep,H,10000,75,NaN,9157,22673,NaN,NaN,1182.93448,1151.77669,112,263,NaN,NaN,NaN,NaN,246
122,DUSP1_timesweep,H,10000,75,NaN,8091,23868,NaN,NaN,1247.46595,1248.05442,55,143,NaN,NaN,NaN,NaN,259
124,DUSP1_timesweep,H,10000,75,NaN,8330,21720,NaN,NaN,1234.25162,1237.40635,79,257,NaN,NaN,NaN,NaN,257
128,DUSP1_timesweep,H,10000,75,NaN,7528,19628,NaN,NaN,1071.05818,1165.62615,34,100,NaN,NaN,NaN,NaN,223
133,DUSP1_timesweep,H,10000,75,NaN,7441,8986,NaN,NaN,1246.17296,1290.46973,96,139,NaN,NaN,NaN,NaN,259
135,DUSP1_timesweep,H,10000,75,NaN,7039,14296,NaN,NaN,1285.64825,1322.32086,54,162,NaN,NaN,NaN,NaN,267
136,DUSP1_timesweep,H,10000,75,NaN,7937,12788,NaN,NaN,1159.83079,1202.09134,33,110,NaN,NaN,NaN,NaN,241
137,DUSP1_timesweep,H,10000,75,NaN,7044,12961,NaN,NaN,1327.71124,1318.62842,63,97,NaN,NaN,NaN,NaN,276
139,DUSP1_timesweep,H,10000,75,NaN,9240,18060,NaN,NaN,1262.84708,1261.28394,62,122,NaN,NaN,NaN,NaN,263
140,DUSP1_timesweep,H,10000,75,NaN,7985,14478,NaN,NaN,1376.36556,1350.76813,85,156,5,NaN,NaN,NaN,286
142,DUSP1_timesweep,H,10000,75,NaN,8633,13499,NaN,NaN,1137.33163,1204.93177,32,107,NaN,NaN,NaN,NaN,236
143,DUSP1_timesweep,H,10000,75,NaN,7866,17002,NaN,NaN,1271.3688,1275.10399,66,108,NaN,NaN,NaN,NaN,264
144,DUSP1_timesweep,H,10000,75,NaN,7672,14263,NaN,NaN,1308.42961,1323.05307,40,111,NaN,NaN,NaN,NaN,272
145,DUSP1_timesweep,H,10000,75,NaN,9421,14190,NaN,NaN,1130.449,1132.13228,32,81,NaN,NaN,NaN,NaN,235
146,DUSP1_timesweep,H,10000,75,NaN,7874,11555,NaN,NaN,1211.97562,1215.74825,28,65,NaN,NaN,NaN,NaN,252
148,DUSP1_timesweep,H,10000,75,NaN,8463,17728,NaN,NaN,1084.17972,1064.91838,28,88,NaN,NaN,NaN,NaN,225
154,DUSP1_timesweep,H,10000,75,NaN,9115,23944,NaN,NaN,1022.13626,1017.02381,18,76,NaN,NaN,NaN,NaN,213
155,DUSP1_timesweep,H,10000,75,NaN,9000,17877,NaN,NaN,1333.85356,1274.97365,196,290,NaN,NaN,NaN,NaN,277
156,DUSP1_timesweep,H,10000,75,NaN,7908,9920,NaN,NaN,1194.72066,1189.21482,34,37,NaN,NaN,NaN,NaN,248
158,DUSP1_timesweep,H,10000,75,NaN,7322,21195,NaN,NaN,1195.93021,1151.41916,83,157,NaN,NaN,NaN,NaN,249
160,DUSP1_timesweep,H,10000,75,NaN,8439,18225,NaN,NaN,1400.98507,1413.27364,130,286,NaN,NaN,NaN,NaN,291
161,DUSP1_timesweep,H,10000,75,NaN,7854,10257,NaN,NaN,1405.85167,1436.05274,143,199,NaN,NaN,NaN,NaN,292
165,DUSP1_timesweep,H,10000,75,NaN,7503,14164,NaN,NaN,1376.85592,1375.18039,119,231,NaN,NaN,NaN,NaN,286
167,DUSP1_timesweep,H,10000,75,NaN,9397,33161,NaN,NaN,1036.75269,1027.7033,7,95,NaN,NaN,NaN,NaN,216
169,DUSP1_timesweep,H,10000,75,NaN,6984,13526,NaN,NaN,1025.75301,1088.60594,20,54,NaN,NaN,NaN,NaN,213
171,DUSP1_timesweep,H,10000,75,NaN,8588,12339,NaN,NaN,1213.56998,1230.69528,121,164,NaN,NaN,NaN,NaN,252
172,DUSP1_timesweep,H,10000,75,NaN,8829,14715,NaN,NaN,1138.52169,1162.30962,61,150,NaN,NaN,NaN,NaN,237
174,DUSP1_timesweep,H,10000,75,NaN,8709,14398,NaN,NaN,1314.79355,1297.72816,79,126,6,NaN,NaN,NaN,273
176,DUSP1_timesweep,H,10000,75,NaN,7713,12489,NaN,NaN,1289.30766,1297.3375,96,176,6,5,NaN,NaN,268
177,DUSP1_timesweep,H,10000,75,NaN,7239,11015,NaN,NaN,1189.37367,1185.0778,50,108,NaN,NaN,NaN,NaN,247
179,DUSP1_timesweep,H,10000,75,NaN,9110,13324,NaN,NaN,1282.47936,1294.50255,29,67,NaN,NaN,NaN,NaN,267
180,DUSP1_timesweep,H,10000,75,NaN,7118,12010,NaN,NaN,1240.23167,1283.25779,28,82,NaN,NaN,NaN,NaN,258
182,DUSP1_timesweep,H,10000,75,NaN,7631,13480,NaN,NaN,1186.50845,1172.67967,34,58,NaN,NaN,NaN,NaN,247
183,DUSP1_timesweep,H,10000,75,NaN,9302,16154,NaN,NaN,1203.40894,1209.34536,48,80,NaN,NaN,NaN,NaN,250
184,DUSP1_timesweep,H,10000,75,NaN,9395,8294,NaN,NaN,1077.86631,1066.3851,19,40,NaN,NaN,NaN,NaN,224
185,DUSP1_timesweep,H,10000,75,NaN,8629,13274,NaN,NaN,1115.05539,1127.1915,34,60,NaN,NaN,NaN,NaN,232
187,DUSP1_timesweep,H,10000,75,NaN,9361,28757,NaN,NaN,1232.47698,1229.50589,46,153,NaN,NaN,NaN,NaN,256
188,DUSP1_timesweep,H,10000,75,NaN,8255,23852,NaN,NaN,1194.78413,1218.95204,83,210,8,NaN,NaN,NaN,248
189,DUSP1_timesweep,H,10000,75,NaN,8416,23316,NaN,NaN,1304.27971,1326.09324,60,183,NaN,NaN,NaN,NaN,271
190,DUSP1_timesweep,H,10000,75,NaN,9211,25583,NaN,NaN,1364.00901,1345.74292,108,277,NaN,NaN,NaN,NaN,284
193,DUSP1_timesweep,H,10000,75,NaN,7669,21174,NaN,NaN,1213.92255,1193.29494,90,154,NaN,NaN,NaN,NaN,252
195,DUSP1_timesweep,H,10000,75,NaN,9489,18969,NaN,NaN,1173.03625,1183.40851,102,273,NaN,NaN,NaN,NaN,244
196,DUSP1_timesweep,H,10000,75,NaN,7449,10245,NaN,NaN,1097.31897,1103.29546,36,40,NaN,NaN,NaN,NaN,228
197,DUSP1_timesweep,H,10000,75,NaN,8987,14268,NaN,NaN,1307.93591,1358.01262,96,225,NaN,NaN,NaN,NaN,272
199,DUSP1_timesweep,H,10000,75,NaN,7424,10991,NaN,NaN,1449.37029,1445.5439,165,251,NaN,NaN,NaN,NaN,301
200,DUSP1_timesweep,H,10000,75,NaN,8333,11853,NaN,NaN,1296.26113,1364.34903,85,179,NaN,NaN,NaN,NaN,269
201,DUSP1_timesweep,H,10000,75,NaN,7212,12981,NaN,NaN,1342.94786,1378.73061,69,174,NaN,NaN,NaN,NaN,279
202,DUSP1_timesweep,H,10000,75,NaN,7777,11114,NaN,NaN,1259.84621,1288.3348,40,76,NaN,NaN,NaN,NaN,262
203,DUSP1_timesweep,H,10000,75,NaN,7692,13870,NaN,NaN,1291.34178,1298.14571,59,134,NaN,NaN,NaN,NaN,268
204,DUSP1_timesweep,H,10000,75,NaN,7240,8438,NaN,NaN,1182.24917,1186.5589,31,62,NaN,NaN,NaN,NaN,246
205,DUSP1_timesweep,H,10000,75,NaN,9387,12743,NaN,NaN,1160.60104,1173.18277,77,122,NaN,NaN,NaN,NaN,241
209,DUSP1_timesweep,H,10000,75,NaN,7563,10325,NaN,NaN,983.73463,998.8954,46,69,NaN,NaN,NaN,NaN,205
210,DUSP1_timesweep,H,10000,75,NaN,7248,18937,NaN,NaN,1207.04001,1185.50705,9,38,NaN,NaN,NaN,NaN,251
211,DUSP1_timesweep,H,10000,75,NaN,7290,20794,NaN,NaN,1263.7904,1228.56103,63,123,NaN,NaN,NaN,NaN,263
213,DUSP1_timesweep,H,10000,75,NaN,9410,22245,NaN,NaN,1366.22561,1334.01146,144,229,NaN,NaN,NaN,NaN,284
214,DUSP1_timesweep,H,10000,75,NaN,7584,16915,NaN,NaN,1385.51965,1339.63665,107,169,NaN,NaN,NaN,NaN,288
215,DUSP1_timesweep,H,10000,75,NaN,9347,25997,NaN,NaN,1195.63293,1209.15717,42,182,NaN,NaN,NaN,NaN,249
219,DUSP1_timesweep,H,10000,75,NaN,7111,12577,NaN,NaN,1234.19955,1149.40908,59,62,NaN,NaN,NaN,NaN,257
221,DUSP1_timesweep,H,10000,75,NaN,8558,24025,NaN,NaN,1181.54242,1142.55039,18,49,NaN,NaN,NaN,NaN,246
223,DUSP1_timesweep,H,10000,75,NaN,7590,17287,NaN,NaN,1101.17708,1102.85793,43,135,NaN,NaN,NaN,NaN,229
224,DUSP1_timesweep,H,10000,75,NaN,8292,15383,NaN,NaN,1019.32164,999.27777,23,64,NaN,NaN,NaN,NaN,212
225,DUSP1_timesweep,H,10000,75,NaN,7603,17578,NaN,NaN,1250.52769,1212.85641,46,124,NaN,NaN,NaN,NaN,260
226,DUSP1_timesweep,H,10000,75,NaN,7721,14086,NaN,NaN,1257.85235,1223.64,56,96,NaN,NaN,NaN,NaN,262
228,DUSP1_timesweep,H,10000,75,NaN,8628,21664,NaN,NaN,1145.80772,1125.66797,63,111,NaN,NaN,NaN,NaN,238
229,DUSP1_timesweep,H,10000,75,NaN,8640,19749,NaN,NaN,1271.58877,1247.04977,43,92,NaN,NaN,NaN,NaN,264
233,DUSP1_timesweep,H,10000,75,NaN,9185,20711,NaN,NaN,1271.85455,1290.398,100,262,NaN,NaN,NaN,NaN,264
236,DUSP1_timesweep,H,10000,75,NaN,9038,21949,NaN,NaN,1204.04868,1172.41592,55,86,NaN,NaN,NaN,NaN,250
245,DUSP1_timesweep,H,10000,75,NaN,8530,19805,NaN,NaN,1188.38992,1206.52148,78,220,4,NaN,NaN,NaN,247
246,DUSP1_timesweep,H,10000,75,NaN,9172,26153,NaN,NaN,1221.71489,1250.25687,76,223,NaN,NaN,NaN,NaN,254
247,DUSP1_timesweep,H,10000,75,NaN,8767,23668,NaN,NaN,1288.74256,1295.12984,51,136,NaN,NaN,NaN,NaN,268
249,DUSP1_timesweep,H,10000,75,NaN,8172,17041,NaN,NaN,1070.04858,1099.44704,29,111,NaN,NaN,NaN,NaN,222
250,DUSP1_timesweep,H,10000,75,NaN,7894,18924,NaN,NaN,1234.72929,1182.89616,49,45,NaN,NaN,NaN,NaN,257
252,DUSP1_timesweep,H,10000,75,NaN,9141,18587,NaN,NaN,1134.404,1109.71927,33,64,NaN,NaN,NaN,NaN,236
254,DUSP1_timesweep,H,10000,75,NaN,7795,13128,NaN,NaN,1163.94035,1149.84362,52,114,NaN,NaN,NaN,NaN,242
255,DUSP1_timesweep,H,10000,75,NaN,8895,15303,NaN,NaN,1222.82968,1229.41743,35,93,4,NaN,NaN,NaN,254
256,DUSP1_timesweep,H,10000,75,NaN,8231,8139,NaN,NaN,1257.67987,1248.71704,18,25,NaN,NaN,NaN,NaN,261
257,DUSP1_timesweep,H,10000,75,NaN,9402,16665,NaN,NaN,1164.4081,1112.46367,32,71,5,NaN,NaN,NaN,242
258,DUSP1_timesweep,H,10000,75,NaN,8025,9239,NaN,NaN,1305.79153,1293.70754,26,30,NaN,NaN,NaN,NaN,271
260,DUSP1_timesweep,H,10000,75,NaN,7599,12223,NaN,NaN,1410.11778,1439.35499,146,257,5,4,4,NaN,293
261,DUSP1_timesweep,H,10000,75,NaN,7849,15336,NaN,NaN,1246.63779,1255.13824,38,90,NaN,NaN,NaN,NaN,259
262,DUSP1_timesweep,H,10000,75,NaN,6974,11925,NaN,NaN,1325.12274,1306.12579,54,62,NaN,NaN,NaN,NaN,275
263,DUSP1_timesweep,H,10000,75,NaN,9149,15950,NaN,NaN,1281.4395,1265.52232,63,88,NaN,NaN,NaN,NaN,266
264,DUSP1_timesweep,H,10000,75,NaN,7681,13918,NaN,NaN,1144.33615,1140.81786,19,60,NaN,NaN,NaN,NaN,238
265,DUSP1_timesweep,H,10000,75,NaN,7053,8685,NaN,NaN,1327.60939,1326.4418,92,126,NaN,NaN,NaN,NaN,276
267,DUSP1_timesweep,H,10000,75,NaN,9240,16688,NaN,NaN,1177.50281,1217.61541,116,264,NaN,NaN,NaN,NaN,245
268,DUSP1_timesweep,H,10000,75,NaN,9115,17197,NaN,NaN,1090.72693,1036.6825,76,94,NaN,NaN,NaN,NaN,227
269,DUSP1_timesweep,H,10000,75,NaN,8708,24150,NaN,NaN,1192.59566,1211.06166,116,358,NaN,NaN,NaN,NaN,248
271,DUSP1_timesweep,H,10000,75,NaN,8542,26134,NaN,NaN,1225.559,1186.16519,156,295,NaN,NaN,NaN,NaN,255
272,DUSP1_timesweep,H,10000,75,NaN,9315,16354,NaN,NaN,1307.45819,1315.92185,83,158,NaN,NaN,NaN,NaN,272
273,DUSP1_timesweep,H,10000,75,NaN,7673,21558,NaN,NaN,1308.28112,1263.89994,84,167,NaN,NaN,NaN,NaN,272
274,DUSP1_timesweep,H,10000,75,NaN,8197,32430,NaN,NaN,1323.35501,1338.98979,46,285,NaN,NaN,NaN,NaN,275
275,DUSP1_timesweep,H,10000,75,NaN,8752,21465,NaN,NaN,1227.5064,1206.65227,37,106,4,NaN,NaN,NaN,255
276,DUSP1_timesweep,H,10000,75,NaN,7789,19466,NaN,NaN,1255.82873,1254.58019,34,99,NaN,NaN,NaN,NaN,261
277,DUSP1_timesweep,H,10000,75,NaN,9318,22528,NaN,NaN,1158.72505,1162.88623,82,144,NaN,NaN,NaN,NaN,241
280,DUSP1_timesweep,H,10000,75,NaN,9077,18895,NaN,NaN,1233.10763,1239.86446,79,210,4,NaN,NaN,NaN,256
282,DUSP1_timesweep,H,10000,75,NaN,8563,17659,NaN,NaN,1269.82821,1274.3319,50,118,NaN,NaN,NaN,NaN,264
284,DUSP1_timesweep,H,10000,75,NaN,8279,22299,NaN,NaN,1312.49909,1306.92932,54,153,5,NaN,NaN,NaN,273
285,DUSP1_timesweep,H,10000,75,NaN,7954,13325,NaN,NaN,1195.9653,1213.68248,105,161,NaN,NaN,NaN,NaN,249
287,DUSP1_timesweep,H,10000,75,NaN,9165,15543,NaN,NaN,1313.98996,1337.02265,79,181,NaN,NaN,NaN,NaN,273
288,DUSP1_timesweep,H,10000,75,NaN,7738,20146,NaN,NaN,1212.73133,1215.71677,75,216,NaN,NaN,NaN,NaN,252
289,DUSP1_timesweep,H,10000,75,NaN,7660,16480,NaN,NaN,1135.71084,1071.76341,86,112,NaN,NaN,NaN,NaN,236
290,DUSP1_timesweep,H,10000,75,NaN,7346,18856,NaN,NaN,1260.89763,1211.00997,30,97,NaN,NaN,NaN,NaN,262
291,DUSP1_timesweep,H,10000,75,NaN,7914,18949,NaN,NaN,1191.12813,1176.88807,101,144,NaN,NaN,NaN,NaN,248
292,DUSP1_timesweep,H,10000,75,NaN,8158,20891,NaN,NaN,1080.33562,1065.2008,47,155,NaN,NaN,NaN,NaN,225
293,DUSP1_timesweep,H,10000,75,NaN,7804,16898,NaN,NaN,1118.28908,1109.71032,22,46,NaN,NaN,NaN,NaN,232
297,DUSP1_timesweep,H,10000,75,NaN,7147,9939,NaN,NaN,1199.08381,1235.05252,63,104,NaN,NaN,NaN,NaN,249
